   W           E          ReE0+           ImE0+           ReE0-           ImE0-           ReM0+           ImM0+           ReM0-           ImM0-           ReE1+           ImE1+           ReE1-           ImE1-           ReM1+           ImM1+           ReM1-           ImM1-           ReE2+           ImE2+           ReE2-           ImE2-           ReM2+           ImM2+           ReM2-           ImM2-           ReE3+           ImE3+           ReE3-           ImE3-           ReM3+           ImM3+           ReM3-           ImM3-           ReE4+           ImE4+           ReE4-           ImE4-           ReM4+           ImM4+           ReM4-           ImM4-           ReE5+           ImE5+           ReE5-           ImE5-           ReM5+           ImM5+           ReM5-           ImM5-                
  1645.000   972.890    0.463750E+01   -0.466218E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.168377E+00   -0.185160E+00    0.000000E+00    0.000000E+00   -0.102683E+01   -0.156986E-01   -0.108753E+01   -0.124004E+01   -0.644472E-01   -0.989369E-02   -0.498186E+00   -0.117647E+01    0.255789E+00    0.348693E+00    0.294963E+00   -0.272635E+00    0.192894E-01   -0.150070E-02    0.149323E+00   -0.575901E-01   -0.105109E+00    0.125248E-01   -0.521837E-01   -0.295574E-01    0.246727E-01    0.681341E-02   -0.755734E-01   -0.200823E-02    0.964287E-01    0.223974E-02   -0.549191E-01   -0.211203E-05    0.000000E+00    0.000000E+00    0.138764E-01    0.730963E-04    0.000000E+00    0.000000E+00    0.223619E-02    0.155966E-04
  1650.000   981.669    0.428429E+01   -0.446711E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.155157E+00   -0.195306E+00    0.000000E+00    0.000000E+00   -0.104722E+01   -0.736298E-02   -0.930887E+00   -0.113436E+01   -0.698088E-01   -0.158363E-01   -0.516200E+00   -0.118872E+01    0.243768E+00    0.369099E+00    0.283678E+00   -0.271618E+00    0.183924E-01   -0.151291E-02    0.149346E+00   -0.707824E-01   -0.105536E+00    0.133191E-01   -0.520035E-01   -0.373047E-01    0.236928E-01    0.654383E-02   -0.763066E-01   -0.215497E-02    0.975609E-01    0.248387E-02   -0.566190E-01   -0.318805E-05    0.000000E+00    0.000000E+00    0.143517E-01    0.794222E-04    0.000000E+00    0.000000E+00    0.270928E-03    0.175452E-04
  1655.000   990.475    0.392459E+01   -0.430532E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.139618E+00   -0.207446E+00    0.000000E+00    0.000000E+00   -0.106745E+01    0.238748E-02   -0.785982E+00   -0.102416E+01   -0.744917E-01   -0.222355E-01   -0.533815E+00   -0.119956E+01    0.229691E+00    0.387723E+00    0.272290E+00   -0.271125E+00    0.174401E-01   -0.151533E-02    0.151606E+00   -0.853389E-01   -0.105778E+00    0.141221E-01   -0.501706E-01   -0.459245E-01    0.226801E-01    0.624494E-02   -0.768777E-01   -0.230570E-02    0.984758E-01    0.274299E-02   -0.582362E-01   -0.436130E-05    0.000000E+00    0.000000E+00    0.148047E-01    0.859271E-04    0.000000E+00    0.000000E+00   -0.167922E-02    0.196546E-04
  1660.000   999.308    0.355431E+01   -0.418851E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.122160E+00   -0.218337E+00    0.000000E+00    0.000000E+00   -0.108874E+01    0.126571E-01   -0.652899E+00   -0.911542E+00   -0.784269E-01   -0.289656E-01   -0.551110E+00   -0.120899E+01    0.213926E+00    0.404231E+00    0.260896E+00   -0.271156E+00    0.164369E-01   -0.150739E-02    0.156726E+00   -0.100394E+00   -0.105845E+00    0.149308E-01   -0.462958E-01   -0.548942E-01    0.216453E-01    0.592332E-02   -0.772908E-01   -0.246007E-02    0.991773E-01    0.301722E-02   -0.597662E-01   -0.563307E-05    0.000000E+00    0.000000E+00    0.152341E-01    0.925817E-04    0.000000E+00    0.000000E+00   -0.360032E-02    0.219285E-04
  1665.000  1008.167    0.318619E+01   -0.412730E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.104839E+00   -0.227059E+00    0.000000E+00    0.000000E+00   -0.111083E+01    0.221828E-01   -0.531102E+00   -0.798029E+00   -0.815780E-01   -0.358893E-01   -0.568176E+00   -0.121703E+01    0.196903E+00    0.418387E+00    0.249583E+00   -0.271718E+00    0.153873E-01   -0.148857E-02    0.164914E+00   -0.114773E+00   -0.105741E+00    0.157425E-01   -0.402409E-01   -0.634926E-01    0.205990E-01    0.558512E-02   -0.775499E-01   -0.261772E-02    0.996704E-01    0.330660E-02   -0.612051E-01   -0.700433E-05    0.000000E+00    0.000000E+00    0.156388E-01    0.993538E-04    0.000000E+00    0.000000E+00   -0.547977E-02    0.243698E-04
  1670.000  1017.053    0.283811E+01   -0.412096E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.891416E-01   -0.234354E+00    0.000000E+00    0.000000E+00   -0.113267E+01    0.304314E-01   -0.419990E+00   -0.684556E+00   -0.839425E-01   -0.428676E-01   -0.585108E+00   -0.122371E+01    0.179077E+00    0.430070E+00    0.238438E+00   -0.272820E+00    0.142954E-01   -0.145842E-02    0.175801E+00   -0.127261E+00   -0.105473E+00    0.165543E-01   -0.322237E-01   -0.709647E-01    0.195512E-01    0.523597E-02   -0.776599E-01   -0.277823E-02    0.999606E-01    0.361113E-02   -0.625491E-01   -0.847575E-05    0.000000E+00    0.000000E+00    0.160180E-01    0.106209E-03    0.000000E+00    0.000000E+00   -0.730629E-02    0.269801E-04
  1675.000  1025.966    0.252378E+01   -0.415996E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.753558E-01   -0.241505E+00    0.000000E+00    0.000000E+00   -0.115332E+01    0.377744E-01   -0.319224E+00   -0.571735E+00   -0.855488E-01   -0.497694E-01   -0.602002E+00   -0.122911E+01    0.160898E+00    0.439265E+00    0.227557E+00   -0.274472E+00    0.131654E-01   -0.141660E-02    0.188491E+00   -0.136945E+00   -0.105049E+00    0.173634E-01   -0.227911E-01   -0.767332E-01    0.185111E-01    0.488092E-02   -0.776257E-01   -0.294119E-02    0.100054E+00    0.393070E-02   -0.637948E-01   -0.100477E-04    0.000000E+00    0.000000E+00    0.163706E-01    0.113110E-03    0.000000E+00    0.000000E+00   -0.906989E-02    0.297600E-04
  1680.000  1034.905    0.224989E+01   -0.423272E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.627731E-01   -0.249309E+00    0.000000E+00    0.000000E+00   -0.117257E+01    0.450942E-01   -0.228750E+00   -0.460256E+00   -0.864511E-01   -0.564795E-01   -0.618940E+00   -0.123332E+01    0.142779E+00    0.446055E+00    0.217047E+00   -0.276676E+00    0.120009E-01   -0.136282E-02    0.201829E+00   -0.143445E+00   -0.104475E+00    0.181668E-01   -0.126595E-01   -0.805444E-01    0.174874E-01    0.452450E-02   -0.774523E-01   -0.310618E-02    0.999583E-01    0.426515E-02   -0.649390E-01   -0.117200E-04    0.000000E+00    0.000000E+00    0.166961E-01    0.120019E-03    0.000000E+00    0.000000E+00   -0.107619E-01    0.327086E-04
  1685.000  1043.871    0.201879E+01   -0.433188E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.505638E-01   -0.257585E+00    0.000000E+00    0.000000E+00   -0.119115E+01    0.531022E-01   -0.148535E+00   -0.351106E+00   -0.867231E-01   -0.629026E-01   -0.635987E+00   -0.123648E+01    0.125077E+00    0.450597E+00    0.207023E+00   -0.279414E+00    0.108057E-01   -0.129689E-02    0.214726E+00   -0.146917E+00   -0.103756E+00    0.189617E-01   -0.251318E-02   -0.824771E-01    0.164875E-01    0.417067E-02   -0.771454E-01   -0.327272E-02    0.996800E-01    0.461420E-02   -0.659789E-01   -0.134922E-04    0.000000E+00    0.000000E+00    0.169937E-01    0.126894E-03    0.000000E+00    0.000000E+00   -0.123748E-01    0.358235E-04
  1690.000  1052.864    0.186638E+01   -0.444162E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.387892E-01   -0.265839E+00    0.000000E+00    0.000000E+00   -0.121086E+01    0.612175E-01   -0.782048E-01   -0.245752E+00   -0.864500E-01   -0.689667E-01   -0.653184E+00   -0.123871E+01    0.108082E+00    0.453100E+00    0.197597E+00   -0.282646E+00    0.958314E-02   -0.121866E-02    0.226387E+00   -0.147880E+00   -0.102900E+00    0.197452E-01    0.713794E-02   -0.828392E-01    0.155183E-01    0.382290E-02   -0.767103E-01   -0.344036E-02    0.992276E-01    0.497747E-02   -0.669118E-01   -0.153628E-04    0.000000E+00    0.000000E+00    0.172629E-01    0.133694E-03    0.000000E+00    0.000000E+00   -0.139024E-01    0.391011E-04
  1695.000  1061.883    0.176563E+01   -0.451118E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.270125E-01   -0.275828E+00    0.000000E+00    0.000000E+00   -0.123095E+01    0.635723E-01   -0.150273E-01   -0.145648E+00   -0.857219E-01   -0.746226E-01   -0.670547E+00   -0.124016E+01    0.920111E-01    0.453806E+00    0.188872E+00   -0.286313E+00    0.833650E-02   -0.112810E-02    0.236368E+00   -0.146992E+00   -0.101913E+00    0.205143E-01    0.160005E-01   -0.820306E-01    0.145853E-01    0.348416E-02   -0.761527E-01   -0.360861E-02    0.986093E-01    0.535449E-02   -0.677355E-01   -0.173300E-04    0.000000E+00    0.000000E+00    0.175032E-01    0.140376E-03    0.000000E+00    0.000000E+00   -0.153395E-01    0.425357E-04
  1700.000  1070.929    0.163512E+01   -0.459118E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.150207E-01   -0.281775E+00    0.000000E+00    0.000000E+00   -0.124915E+01    0.707020E-01    0.384057E-01   -0.486478E-01   -0.846282E-01   -0.798421E-01   -0.688061E+00   -0.124097E+01    0.770203E-01    0.452961E+00    0.180938E+00   -0.290334E+00    0.706882E-02   -0.102525E-02    0.244527E+00   -0.144885E+00   -0.100801E+00    0.212662E-01    0.239658E-01   -0.804384E-01    0.136931E-01    0.315697E-02   -0.754785E-01   -0.377697E-02    0.978340E-01    0.574462E-02   -0.684479E-01   -0.193913E-04    0.000000E+00    0.000000E+00    0.177144E-01    0.146894E-03    0.000000E+00    0.000000E+00   -0.166820E-01    0.461202E-04
  1705.000  1080.002    0.157179E+01   -0.463183E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.485135E-02   -0.291130E+00    0.000000E+00    0.000000E+00   -0.126897E+01    0.672387E-01    0.877183E-01    0.409349E-01   -0.832516E-01   -0.846141E-01   -0.705696E+00   -0.124130E+01    0.631845E-01    0.450815E+00    0.173865E+00   -0.294627E+00    0.578297E-02   -0.910251E-03    0.250918E+00   -0.142070E+00   -0.995702E-01    0.219982E-01    0.310492E-01   -0.783813E-01    0.128453E-01    0.284341E-02   -0.746934E-01   -0.394493E-02    0.969108E-01    0.614715E-02   -0.690472E-01   -0.215435E-04    0.000000E+00    0.000000E+00    0.178961E-01    0.153205E-03    0.000000E+00    0.000000E+00   -0.179267E-01    0.498455E-04
  1710.000  1089.101    0.147890E+01   -0.465401E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.102255E-01   -0.298351E+00    0.000000E+00    0.000000E+00   -0.127586E+01    0.635091E-01    0.132201E+00    0.130744E+00   -0.816696E-01   -0.889412E-01   -0.723357E+00   -0.124126E+01    0.505537E-01    0.447561E+00    0.167721E+00   -0.299086E+00    0.448169E-02   -0.783337E-03    0.255698E+00   -0.138927E+00   -0.982259E-01    0.227076E-01    0.373336E-01   -0.760961E-01    0.120446E-01    0.254515E-02   -0.738034E-01   -0.411198E-02    0.958492E-01    0.656121E-02   -0.695318E-01   -0.237824E-04    0.000000E+00    0.000000E+00    0.180481E-01    0.159264E-03    0.000000E+00    0.000000E+00   -0.190715E-01    0.537007E-04
  1715.000  1098.227    0.140918E+01   -0.469484E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.216037E-01   -0.299900E+00    0.000000E+00    0.000000E+00   -0.128457E+01    0.669322E-01    0.166000E+00    0.215906E+00   -0.799487E-01   -0.928399E-01   -0.740991E+00   -0.124093E+01    0.391641E-01    0.443427E+00    0.162523E+00   -0.303589E+00    0.316753E-02   -0.644817E-03    0.259068E+00   -0.135713E+00   -0.967739E-01    0.233919E-01    0.429281E-01   -0.737451E-01    0.112925E-01    0.226349E-02   -0.728141E-01   -0.427757E-02    0.946589E-01    0.698580E-02   -0.699004E-01   -0.261035E-04    0.000000E+00    0.000000E+00    0.181703E-01    0.165024E-03    0.000000E+00    0.000000E+00   -0.201151E-01    0.576727E-04
  1720.000  1107.379    0.136504E+01   -0.471548E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.284232E-01   -0.302488E+00    0.000000E+00    0.000000E+00   -0.129614E+01    0.662034E-01    0.194109E+00    0.293143E+00   -0.781430E-01   -0.963313E-01   -0.758525E+00   -0.124043E+01    0.289676E-01    0.438606E+00    0.158274E+00   -0.308043E+00    0.184291E-02   -0.495110E-03    0.261227E+00   -0.132588E+00   -0.952194E-01    0.240486E-01    0.479444E-01   -0.714325E-01    0.105896E-01    0.199931E-02   -0.717316E-01   -0.444117E-02    0.933498E-01    0.741978E-02   -0.701521E-01   -0.285011E-04    0.000000E+00    0.000000E+00    0.182627E-01    0.170442E-03    0.000000E+00    0.000000E+00   -0.210569E-01    0.617465E-04
  1725.000  1116.558    0.132384E+01   -0.471345E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.342314E-01   -0.307601E+00    0.000000E+00    0.000000E+00   -0.130425E+01    0.596824E-01    0.219325E+00    0.364566E+00   -0.762989E-01   -0.994400E-01   -0.775850E+00   -0.123983E+01    0.199071E-01    0.433235E+00    0.154968E+00   -0.312353E+00    0.510143E-03   -0.334715E-03    0.262355E+00   -0.129648E+00   -0.935678E-01    0.246755E-01    0.524842E-01   -0.692203E-01    0.993570E-02    0.175308E-02   -0.705616E-01   -0.460222E-02    0.919320E-01    0.786187E-02   -0.702859E-01   -0.309685E-04    0.000000E+00    0.000000E+00    0.183253E-01    0.175472E-03    0.000000E+00    0.000000E+00   -0.218969E-01    0.659050E-04
  1730.000  1125.764    0.127712E+01   -0.470195E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.416159E-01   -0.313565E+00    0.000000E+00    0.000000E+00   -0.130499E+01    0.507688E-01    0.241507E+00    0.432830E+00   -0.744553E-01   -0.102193E+00   -0.792844E+00   -0.123917E+01    0.119328E-01    0.427419E+00    0.152591E+00   -0.316424E+00   -0.828561E-03   -0.164192E-03    0.262610E+00   -0.126942E+00   -0.918238E-01    0.252705E-01    0.566351E-01   -0.671418E-01    0.932975E-02    0.152493E-02   -0.693097E-01   -0.476016E-02    0.904159E-01    0.831068E-02   -0.703013E-01   -0.334984E-04    0.000000E+00    0.000000E+00    0.183582E-01    0.180071E-03    0.000000E+00    0.000000E+00   -0.226361E-01    0.701287E-04
  1735.000  1134.996    0.123096E+01   -0.469010E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.502381E-01   -0.317350E+00    0.000000E+00    0.000000E+00   -0.129921E+01    0.443645E-01    0.258194E+00    0.498541E+00   -0.726437E-01   -0.104622E+00   -0.809403E+00   -0.123846E+01    0.500740E-02    0.421256E+00    0.151106E+00   -0.320154E+00   -0.217109E-02    0.158733E-04    0.262122E+00   -0.124490E+00   -0.899923E-01    0.258317E-01    0.604692E-01   -0.652117E-01    0.876988E-02    0.131461E-02   -0.679818E-01   -0.491442E-02    0.888119E-01    0.876466E-02   -0.701980E-01   -0.360825E-04    0.000000E+00    0.000000E+00    0.183615E-01    0.184197E-03    0.000000E+00    0.000000E+00   -0.232756E-01    0.743959E-04
  1740.000  1144.255    0.119199E+01   -0.467552E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.573819E-01   -0.318162E+00    0.000000E+00    0.000000E+00   -0.129105E+01    0.416760E-01    0.268147E+00    0.559319E+00   -0.708874E-01   -0.106756E+00   -0.825469E+00   -0.123766E+01   -0.914382E-03    0.414846E+00    0.150445E+00   -0.323460E+00   -0.351547E-02    0.204845E-03    0.260998E+00   -0.122293E+00   -0.880780E-01    0.263576E-01    0.640452E-01   -0.634329E-01    0.825350E-02    0.112149E-02   -0.665833E-01   -0.506441E-02    0.871305E-01    0.922216E-02   -0.699757E-01   -0.387117E-04    0.000000E+00    0.000000E+00    0.183354E-01    0.187807E-03    0.000000E+00    0.000000E+00   -0.238175E-01    0.786828E-04
  1745.000  1153.541    0.115948E+01   -0.465329E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.614398E-01   -0.317669E+00    0.000000E+00    0.000000E+00   -0.128273E+01    0.404349E-01    0.272852E+00    0.612986E+00   -0.692024E-01   -0.108625E+00   -0.840999E+00   -0.123677E+01   -0.589824E-02    0.408277E+00    0.150530E+00   -0.326285E+00   -0.485983E-02    0.402018E-03    0.259328E+00   -0.120342E+00   -0.860852E-01    0.268465E-01    0.674095E-01   -0.618015E-01    0.777730E-02    0.944481E-03   -0.651198E-01   -0.520954E-02    0.853824E-01    0.968138E-02   -0.696347E-01   -0.413759E-04    0.000000E+00    0.000000E+00    0.182802E-01    0.190862E-03    0.000000E+00    0.000000E+00   -0.242640E-01    0.829631E-04
  1750.000  1162.853    0.112956E+01   -0.462218E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.626619E-01   -0.317586E+00    0.000000E+00    0.000000E+00   -0.127384E+01    0.385595E-01    0.274543E+00    0.659137E+00   -0.675997E-01   -0.110256E+00   -0.855949E+00   -0.123581E+01   -0.100162E-01    0.401613E+00    0.151287E+00   -0.328591E+00   -0.620235E-02    0.606632E-03    0.257183E+00   -0.118623E+00   -0.840183E-01    0.272970E-01    0.705991E-01   -0.603093E-01    0.733741E-02    0.782024E-03   -0.635967E-01   -0.534921E-02    0.835784E-01    0.101404E-01   -0.691751E-01   -0.440647E-04    0.000000E+00    0.000000E+00    0.181962E-01    0.193323E-03    0.000000E+00    0.000000E+00   -0.246177E-01    0.872082E-04
  1755.000  1172.192    0.109934E+01   -0.458374E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.620336E-01   -0.318738E+00    0.000000E+00    0.000000E+00   -0.126312E+01    0.353321E-01    0.274913E+00    0.698485E+00   -0.660866E-01   -0.111673E+00   -0.870271E+00   -0.123476E+01   -0.133347E-01    0.394896E+00    0.152646E+00   -0.330354E+00   -0.754129E-02    0.817901E-03    0.254622E+00   -0.117117E+00   -0.818813E-01    0.277082E-01    0.736429E-01   -0.589466E-01    0.692949E-02    0.632064E-03   -0.620191E-01   -0.548282E-02    0.817294E-01    0.105973E-01   -0.685974E-01   -0.467670E-04    0.000000E+00    0.000000E+00    0.180837E-01    0.195154E-03    0.000000E+00    0.000000E+00   -0.248817E-01    0.913871E-04
  1760.000  1181.558    0.106761E+01   -0.454028E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.605531E-01   -0.321211E+00    0.000000E+00    0.000000E+00   -0.124952E+01    0.310039E-01    0.274927E+00    0.732152E+00   -0.646681E-01   -0.112898E+00   -0.883918E+00   -0.123361E+01   -0.159113E-01    0.388157E+00    0.154539E+00   -0.331556E+00   -0.887494E-02    0.103503E-02    0.251694E+00   -0.115807E+00   -0.796782E-01    0.280790E-01    0.765635E-01   -0.577027E-01    0.654879E-02    0.492066E-03   -0.603922E-01   -0.560975E-02    0.798464E-01    0.110499E-01   -0.679025E-01   -0.494710E-04    0.000000E+00    0.000000E+00    0.179431E-01    0.196320E-03    0.000000E+00    0.000000E+00   -0.250593E-01    0.954665E-04
  1765.000  1190.950    0.103452E+01   -0.449382E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.589424E-01   -0.324610E+00    0.000000E+00    0.000000E+00   -0.123250E+01    0.263048E-01    0.274890E+00    0.761256E+00   -0.633466E-01   -0.113951E+00   -0.896853E+00   -0.123235E+01   -0.177957E-01    0.381420E+00    0.156901E+00   -0.332188E+00   -0.102017E-01    0.125722E-02    0.248438E+00   -0.114675E+00   -0.774129E-01    0.284088E-01    0.793786E-01   -0.565670E-01    0.619024E-02    0.358998E-03   -0.587211E-01   -0.572938E-02    0.779404E-01    0.114961E-01   -0.670910E-01   -0.521647E-04    0.000000E+00    0.000000E+00    0.177750E-01    0.196790E-03    0.000000E+00    0.000000E+00   -0.251539E-01    0.994108E-04
  1770.000  1200.369    0.100082E+01   -0.444552E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.575070E-01   -0.328317E+00    0.000000E+00    0.000000E+00   -0.121204E+01    0.220585E-01    0.274635E+00    0.786606E+00   -0.621230E-01   -0.114851E+00   -0.909049E+00   -0.123093E+01   -0.190302E-01    0.374705E+00    0.159670E+00   -0.332244E+00   -0.115199E-01    0.148372E-02    0.244890E+00   -0.113703E+00   -0.750889E-01    0.286971E-01    0.821020E-01   -0.555292E-01    0.584855E-02    0.229322E-03   -0.570106E-01   -0.584108E-02    0.760226E-01    0.119337E-01   -0.661642E-01   -0.548359E-04    0.000000E+00    0.000000E+00    0.175796E-01    0.196532E-03    0.000000E+00    0.000000E+00   -0.251694E-01    0.103182E-03
  1775.000  1209.815    0.967294E+00   -0.439581E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.561280E-01   -0.331769E+00    0.000000E+00    0.000000E+00   -0.118857E+01    0.188845E-01    0.273844E+00    0.808554E+00   -0.609964E-01   -0.115615E+00   -0.920494E+00   -0.122932E+01   -0.196515E-01    0.368031E+00    0.162784E+00   -0.331724E+00   -0.128281E-01    0.171378E-02    0.241077E+00   -0.112876E+00   -0.727098E-01    0.289436E-01    0.847442E-01   -0.545797E-01    0.551821E-02    0.989611E-04   -0.552654E-01   -0.594423E-02    0.741042E-01    0.123607E-01   -0.651233E-01   -0.574722E-04    0.000000E+00    0.000000E+00    0.173576E-01    0.195521E-03    0.000000E+00    0.000000E+00   -0.251094E-01    0.106739E-03
  1780.000  1219.287    0.934390E+00   -0.434463E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.544194E-01   -0.334675E+00    0.000000E+00    0.000000E+00   -0.116265E+01    0.170548E-01    0.272364E+00    0.827091E+00   -0.599646E-01   -0.116260E+00   -0.931189E+00   -0.122749E+01   -0.196940E-01    0.361419E+00    0.166181E+00   -0.330635E+00   -0.141248E-01    0.194668E-02    0.237025E+00   -0.112179E+00   -0.702793E-01    0.291482E-01    0.873135E-01   -0.537098E-01    0.519361E-02   -0.367490E-04   -0.534902E-01   -0.603818E-02    0.721968E-01    0.127747E-01   -0.639696E-01   -0.600613E-04    0.000000E+00    0.000000E+00    0.171095E-01    0.193729E-03    0.000000E+00    0.000000E+00   -0.249781E-01    0.110040E-03
  1785.000  1228.786    0.902156E+00   -0.429182E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.519655E-01   -0.337075E+00    0.000000E+00    0.000000E+00   -0.113478E+01    0.165434E-01    0.270341E+00    0.842109E+00   -0.590241E-01   -0.116798E+00   -0.941148E+00   -0.122542E+01   -0.191917E-01    0.354890E+00    0.169800E+00   -0.328991E+00   -0.154086E-01    0.218172E-02    0.232756E+00   -0.111599E+00   -0.678007E-01    0.293112E-01    0.898162E-01   -0.529113E-01    0.486916E-02   -0.183115E-03   -0.516894E-01   -0.612231E-02    0.703119E-01    0.131739E-01   -0.627049E-01   -0.625914E-04    0.000000E+00    0.000000E+00    0.168359E-01    0.191137E-03    0.000000E+00    0.000000E+00   -0.247793E-01    0.113040E-03
  1790.000  1238.311    0.870385E+00   -0.423739E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.485030E-01   -0.339247E+00    0.000000E+00    0.000000E+00   -0.110530E+01    0.171884E-01    0.268138E+00    0.853617E+00   -0.581702E-01   -0.117244E+00   -0.950389E+00   -0.122308E+01   -0.181794E-01    0.348461E+00    0.173588E+00   -0.326812E+00   -0.166783E-01    0.241824E-02    0.228287E+00   -0.111123E+00   -0.652774E-01    0.294327E-01    0.922571E-01   -0.521769E-01    0.453939E-02   -0.346132E-03   -0.498673E-01   -0.619597E-02    0.684610E-01    0.135564E-01   -0.613308E-01   -0.650509E-04    0.000000E+00    0.000000E+00    0.165373E-01    0.187724E-03    0.000000E+00    0.000000E+00   -0.245172E-01    0.115691E-03
  1795.000  1247.863    0.838825E+00   -0.418150E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.439829E-01   -0.341547E+00    0.000000E+00    0.000000E+00   -0.107432E+01    0.188437E-01    0.266183E+00    0.861825E+00   -0.573975E-01   -0.117609E+00   -0.958935E+00   -0.122047E+01   -0.166925E-01    0.342151E+00    0.177493E+00   -0.324126E+00   -0.179326E-01    0.265558E-02    0.223637E+00   -0.110740E+00   -0.627127E-01    0.295131E-01    0.946399E-01   -0.514999E-01    0.419909E-02   -0.532510E-03   -0.480281E-01   -0.625853E-02    0.666560E-01    0.139204E-01   -0.598494E-01   -0.674294E-04    0.000000E+00    0.000000E+00    0.162143E-01    0.183473E-03    0.000000E+00    0.000000E+00   -0.241958E-01    0.117945E-03
  1800.000  1257.442    0.807282E+00   -0.412447E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.385404E-01   -0.344300E+00    0.000000E+00    0.000000E+00   -0.104189E+01    0.214583E-01    0.264834E+00    0.867116E+00   -0.567001E-01   -0.117903E+00   -0.966805E+00   -0.121759E+01   -0.147665E-01    0.335973E+00    0.181472E+00   -0.320960E+00   -0.191703E-01    0.289312E-02    0.218820E+00   -0.110441E+00   -0.601099E-01    0.295532E-01    0.969674E-01   -0.508746E-01    0.384351E-02   -0.749676E-03   -0.461759E-01   -0.630935E-02    0.649089E-01    0.142645E-01   -0.582626E-01   -0.697175E-04    0.000000E+00    0.000000E+00    0.158676E-01    0.178372E-03    0.000000E+00    0.000000E+00   -0.238191E-01    0.119750E-03
  1805.000  1267.048    0.775667E+00   -0.406666E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.324277E-01   -0.347730E+00    0.000000E+00    0.000000E+00   -0.100805E+01    0.250874E-01    0.264313E+00    0.869961E+00   -0.560716E-01   -0.118135E+00   -0.974017E+00   -0.121443E+01   -0.124365E-01    0.329938E+00    0.185487E+00   -0.317348E+00   -0.203902E-01    0.313028E-02    0.213849E+00   -0.110216E+00   -0.574721E-01    0.295536E-01    0.992414E-01   -0.502955E-01    0.346849E-02   -0.100576E-02   -0.443145E-01   -0.634780E-02    0.632317E-01    0.145876E-01   -0.565727E-01   -0.719074E-04    0.000000E+00    0.000000E+00    0.154978E-01    0.172410E-03    0.000000E+00    0.000000E+00   -0.233911E-01    0.121054E-03
