   W           E          ReE0+           ImE0+           ReE0-           ImE0-           ReM0+           ImM0+           ReM0-           ImM0-           ReE1+           ImE1+           ReE1-           ImE1-           ReM1+           ImM1+           ReM1-           ImM1-           ReE2+           ImE2+           ReE2-           ImE2-           ReM2+           ImM2+           ReM2-           ImM2-           ReE3+           ImE3+           ReE3-           ImE3-           ReM3+           ImM3+           ReM3-           ImM3-           ReE4+           ImE4+           ReE4-           ImE4-           ReM4+           ImM4+           ReM4-           ImM4-           ReE5+           ImE5+           ReE5-           ImE5-           ReM5+           ImM5+           ReM5-           ImM5-                
  1810.000  1276.680    0.744000E+00   -0.400843E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.259491E-01   -0.351943E+00    0.000000E+00    0.000000E+00   -0.972888E+00    0.298638E-01    0.264695E+00    0.870851E+00   -0.555054E-01   -0.118313E+00   -0.980588E+00   -0.121100E+01   -0.973634E-02    0.324056E+00    0.189505E+00   -0.313320E+00   -0.215912E-01    0.336654E-02    0.208739E+00   -0.110057E+00   -0.548026E-01    0.295151E-01    0.101464E+00   -0.497577E-01    0.307060E-02   -0.130956E-02   -0.424477E-01   -0.637325E-02    0.616367E-01    0.148892E-01   -0.547822E-01   -0.739930E-04    0.000000E+00    0.000000E+00    0.151057E-01    0.165578E-03    0.000000E+00    0.000000E+00   -0.229158E-01    0.121800E-03
  1815.000  1286.338    0.712380E+00   -0.395008E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.194097E-01   -0.356939E+00    0.000000E+00    0.000000E+00   -0.936552E+00    0.359575E-01    0.265932E+00    0.870230E+00   -0.549949E-01   -0.118443E+00   -0.986533E+00   -0.120731E+01   -0.669906E-02    0.318333E+00    0.193501E+00   -0.308909E+00   -0.227724E-01    0.360140E-02    0.203499E+00   -0.109957E+00   -0.521044E-01    0.294387E-01    0.103635E+00   -0.492571E-01    0.264736E-02   -0.167052E-02   -0.405792E-01   -0.638508E-02    0.601364E-01    0.151691E-01   -0.528935E-01   -0.759709E-04    0.000000E+00    0.000000E+00    0.146918E-01    0.157874E-03    0.000000E+00    0.000000E+00   -0.223971E-01    0.121932E-03
  1820.000  1296.024    0.680952E+00   -0.389185E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.130823E-01   -0.362632E+00    0.000000E+00    0.000000E+00   -0.899282E+00    0.435369E-01    0.267884E+00    0.868469E+00   -0.545331E-01   -0.118533E+00   -0.991868E+00   -0.120335E+01   -0.335654E-02    0.312775E+00    0.197449E+00   -0.304146E+00   -0.239326E-01    0.383444E-02    0.198142E+00   -0.109909E+00   -0.493807E-01    0.293256E-01    0.105756E+00   -0.487897E-01    0.219737E-02   -0.209862E-02   -0.387125E-01   -0.638267E-02    0.587431E-01    0.154280E-01   -0.509092E-01   -0.778406E-04    0.000000E+00    0.000000E+00    0.142569E-01    0.149295E-03    0.000000E+00    0.000000E+00   -0.218386E-01    0.121393E-03
  1825.000  1305.736    0.649868E+00   -0.383390E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.718662E-02   -0.368875E+00    0.000000E+00    0.000000E+00   -0.861381E+00    0.527378E-01    0.270364E+00    0.865842E+00   -0.541134E-01   -0.118587E+00   -0.996607E+00   -0.119913E+01    0.260281E-03    0.307386E+00    0.201329E+00   -0.299060E+00   -0.250709E-01    0.406530E-02    0.192676E+00   -0.109908E+00   -0.466346E-01    0.291768E-01    0.107827E+00   -0.483520E-01    0.172051E-02   -0.260431E-02   -0.368510E-01   -0.636542E-02    0.574695E-01    0.156673E-01   -0.488322E-01   -0.796051E-04    0.000000E+00    0.000000E+00    0.138017E-01    0.139843E-03    0.000000E+00    0.000000E+00   -0.212441E-01    0.120122E-03
  1830.000  1315.474    0.619270E+00   -0.377634E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.188115E-02   -0.375483E+00    0.000000E+00    0.000000E+00   -0.823202E+00    0.636446E-01    0.273170E+00    0.862535E+00   -0.537286E-01   -0.118610E+00   -0.100077E+01   -0.119464E+01    0.412130E-02    0.302167E+00    0.205125E+00   -0.293680E+00   -0.261865E-01    0.429367E-02    0.187113E+00   -0.109946E+00   -0.438690E-01    0.289935E-01    0.109849E+00   -0.479410E-01    0.121809E-02   -0.319841E-02   -0.349980E-01   -0.633272E-02    0.563281E-01    0.158894E-01   -0.466654E-01   -0.812716E-04    0.000000E+00    0.000000E+00    0.133270E-01    0.129524E-03    0.000000E+00    0.000000E+00   -0.206170E-01    0.118059E-03
  1835.000  1325.240    0.589291E+00   -0.371923E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.273648E-02   -0.382262E+00    0.000000E+00    0.000000E+00   -0.785126E+00    0.762802E-01    0.276116E+00    0.858654E+00   -0.533717E-01   -0.118605E+00   -0.100436E+01   -0.118990E+01    0.819705E-02    0.297122E+00    0.208822E+00   -0.288033E+00   -0.272786E-01    0.451928E-02    0.181460E+00   -0.110020E+00   -0.410870E-01    0.287771E-01    0.111821E+00   -0.475538E-01    0.693098E-03   -0.389189E-02   -0.331566E-01   -0.628401E-02    0.553311E-01    0.160977E-01   -0.444117E-01   -0.828523E-04    0.000000E+00    0.000000E+00    0.128333E-01    0.118344E-03    0.000000E+00    0.000000E+00   -0.199608E-01    0.115142E-03
  1840.000  1335.032    0.560037E+00   -0.366262E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.662149E-02   -0.389024E+00    0.000000E+00    0.000000E+00   -0.747543E+00    0.906066E-01    0.279052E+00    0.854248E+00   -0.530358E-01   -0.118576E+00   -0.100741E+01   -0.118491E+01    0.124585E-01    0.292249E+00    0.212405E+00   -0.282146E+00   -0.283465E-01    0.474194E-02    0.175726E+00   -0.110126E+00   -0.382916E-01    0.285288E-01    0.113744E+00   -0.471880E-01    0.150283E-03   -0.469573E-02   -0.313299E-01   -0.621871E-02    0.544907E-01    0.162969E-01   -0.420744E-01   -0.843651E-04    0.000000E+00    0.000000E+00    0.123215E-01    0.106316E-03    0.000000E+00    0.000000E+00   -0.192788E-01    0.111308E-03
  1845.000  1344.850    0.531579E+00   -0.360651E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.976973E-02   -0.395601E+00    0.000000E+00    0.000000E+00   -0.710839E+00    0.106529E+00    0.281867E+00    0.849330E+00   -0.527135E-01   -0.118526E+00   -0.100993E+01   -0.117966E+01    0.168770E-01    0.287549E+00    0.215865E+00   -0.276043E+00   -0.293893E-01    0.496150E-02    0.169920E+00   -0.110257E+00   -0.354857E-01    0.282500E-01    0.115617E+00   -0.468411E-01   -0.403620E-03   -0.562062E-02   -0.295208E-01   -0.613628E-02    0.538185E-01    0.164928E-01   -0.396566E-01   -0.858347E-04    0.000000E+00    0.000000E+00    0.117923E-01    0.934521E-04    0.000000E+00    0.000000E+00   -0.185741E-01    0.106493E-03
  1850.000  1354.695    0.503970E+00   -0.355093E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.122039E-01   -0.401847E+00    0.000000E+00    0.000000E+00   -0.675385E+00    0.123902E+00    0.284492E+00    0.843894E+00   -0.523976E-01   -0.118457E+00   -0.101194E+01   -0.117416E+01    0.214240E-01    0.283019E+00    0.219190E+00   -0.269748E+00   -0.304066E-01    0.517784E-02    0.164049E+00   -0.110412E+00   -0.326723E-01    0.279421E-01    0.117441E+00   -0.465112E-01   -0.959792E-03   -0.667670E-02   -0.277322E-01   -0.603620E-02    0.533254E-01    0.166930E-01   -0.371618E-01   -0.872936E-04    0.000000E+00    0.000000E+00    0.112465E-01    0.797703E-04    0.000000E+00    0.000000E+00   -0.178497E-01    0.100634E-03
  1855.000  1364.567    0.477253E+00   -0.349588E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.139614E-01   -0.407644E+00    0.000000E+00    0.000000E+00   -0.641536E+00    0.142538E+00    0.286894E+00    0.837933E+00   -0.520809E-01   -0.118368E+00   -0.101346E+01   -0.116842E+01    0.260707E-01    0.278655E+00    0.222372E+00   -0.263285E+00   -0.313978E-01    0.539090E-02    0.158120E+00   -0.110586E+00   -0.298543E-01    0.276065E-01    0.119214E+00   -0.461965E-01   -0.150724E-02   -0.787318E-02   -0.259670E-01   -0.591795E-02    0.530215E-01    0.169063E-01   -0.345932E-01   -0.887831E-04    0.000000E+00    0.000000E+00    0.106847E-01    0.652901E-04    0.000000E+00    0.000000E+00   -0.171084E-01    0.936660E-04
  1860.000  1374.466    0.451459E+00   -0.344137E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.150855E-01   -0.412891E+00    0.000000E+00    0.000000E+00   -0.609628E+00    0.162207E+00    0.289066E+00    0.831448E+00   -0.517558E-01   -0.118262E+00   -0.101452E+01   -0.116244E+01    0.307886E-01    0.274451E+00    0.225403E+00   -0.256675E+00   -0.323624E-01    0.560067E-02    0.152142E+00   -0.110777E+00   -0.270345E-01    0.272445E-01    0.120938E+00   -0.458952E-01   -0.203276E-02   -0.921796E-02   -0.242277E-01   -0.578108E-02    0.529154E-01    0.171432E-01   -0.319546E-01   -0.903550E-04    0.000000E+00    0.000000E+00    0.101077E-01    0.500339E-04    0.000000E+00    0.000000E+00   -0.163529E-01    0.855258E-04
  1865.000  1384.391    0.426605E+00   -0.338740E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.156207E-01   -0.417501E+00    0.000000E+00    0.000000E+00   -0.579978E+00    0.182636E+00    0.291016E+00    0.824447E+00   -0.514152E-01   -0.118136E+00   -0.101512E+01   -0.115623E+01    0.355494E-01    0.270399E+00    0.228278E+00   -0.249940E+00   -0.333000E-01    0.580715E-02    0.146120E+00   -0.110980E+00   -0.242157E-01    0.268575E-01    0.122611E+00   -0.456059E-01   -0.252100E-02   -0.107172E-01   -0.225171E-01   -0.562513E-02    0.530146E-01    0.174155E-01   -0.292496E-01   -0.920723E-04    0.000000E+00    0.000000E+00    0.951628E-02    0.340272E-04    0.000000E+00    0.000000E+00   -0.155857E-01    0.761493E-04
  1870.000  1394.343    0.402705E+00   -0.333398E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.156125E-01   -0.421393E+00    0.000000E+00    0.000000E+00   -0.552876E+00    0.203509E+00    0.292763E+00    0.816955E+00   -0.510517E-01   -0.117990E+00   -0.101530E+01   -0.114980E+01    0.403252E-01    0.266488E+00    0.230992E+00   -0.243101E+00   -0.342102E-01    0.601041E-02    0.140062E+00   -0.111194E+00   -0.214006E-01    0.264469E-01    0.124233E+00   -0.453272E-01   -0.295462E-02   -0.123747E-01   -0.208377E-01   -0.544971E-02    0.533244E-01    0.177368E-01   -0.264817E-01   -0.940116E-04    0.000000E+00    0.000000E+00    0.891113E-02    0.172980E-04    0.000000E+00    0.000000E+00   -0.148094E-01    0.654737E-04
  1875.000  1404.321    0.379774E+00   -0.328113E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.151098E-01   -0.424488E+00    0.000000E+00    0.000000E+00   -0.528582E+00    0.224457E+00    0.294326E+00    0.809002E+00   -0.506586E-01   -0.117820E+00   -0.101507E+01   -0.114315E+01    0.450889E-01    0.262705E+00    0.233540E+00   -0.236177E+00   -0.350928E-01    0.621051E-02    0.133973E+00   -0.111416E+00   -0.185919E-01    0.260141E-01    0.125805E+00   -0.450578E-01   -0.331449E-02   -0.141917E-01   -0.191919E-01   -0.525445E-02    0.538480E-01    0.181214E-01   -0.236549E-01   -0.962644E-04    0.000000E+00    0.000000E+00    0.829300E-02   -0.123160E-06    0.000000E+00    0.000000E+00   -0.140260E-01    0.534366E-04
  1880.000  1414.326    0.357818E+00   -0.322884E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.141699E-01   -0.426706E+00    0.000000E+00    0.000000E+00   -0.507311E+00    0.245063E+00    0.295724E+00    0.800627E+00   -0.502297E-01   -0.117622E+00   -0.101445E+01   -0.113630E+01    0.498154E-01    0.259031E+00    0.235921E+00   -0.229187E+00   -0.359475E-01    0.640759E-02    0.127861E+00   -0.111643E+00   -0.157923E-01    0.255603E-01    0.127326E+00   -0.447967E-01   -0.358017E-02   -0.161661E-01   -0.175823E-01   -0.503903E-02    0.545859E-01    0.185852E-01   -0.207730E-01   -0.989392E-04    0.000000E+00    0.000000E+00    0.766262E-02   -0.182033E-04    0.000000E+00    0.000000E+00   -0.132376E-01    0.399771E-04
  1885.000  1424.358    0.336838E+00   -0.317712E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.128641E-01   -0.427968E+00    0.000000E+00    0.000000E+00   -0.489217E+00    0.264853E+00    0.296973E+00    0.791875E+00   -0.497595E-01   -0.117391E+00   -0.101345E+01   -0.112926E+01    0.544819E-01    0.255446E+00    0.238132E+00   -0.222149E+00   -0.367741E-01    0.660179E-02    0.121731E+00   -0.111873E+00   -0.130043E-01    0.250869E-01    0.128796E+00   -0.445428E-01   -0.373031E-02   -0.182924E-01   -0.160112E-01   -0.480321E-02    0.555359E-01    0.191442E-01   -0.178400E-01   -0.102163E-03    0.000000E+00    0.000000E+00    0.702070E-02   -0.369069E-04    0.000000E+00    0.000000E+00   -0.124464E-01    0.250358E-04
  1890.000  1434.416    0.316836E+00   -0.312597E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.112810E-01   -0.428200E+00    0.000000E+00    0.000000E+00   -0.474373E+00    0.283316E+00    0.298083E+00    0.782789E+00   -0.492439E-01   -0.117120E+00   -0.101211E+01   -0.112203E+01    0.590691E-01    0.251925E+00    0.240173E+00   -0.215081E+00   -0.375724E-01    0.679329E-02    0.115589E+00   -0.112105E+00   -0.102305E-01    0.245952E-01    0.130215E+00   -0.442952E-01   -0.374340E-02   -0.205610E-01   -0.144811E-01   -0.454676E-02    0.566925E-01    0.198150E-01   -0.148598E-01   -0.106086E-03    0.000000E+00    0.000000E+00    0.636797E-02   -0.561964E-04    0.000000E+00    0.000000E+00   -0.116539E-01    0.855525E-05
  1895.000  1444.501    0.297814E+00   -0.307538E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.953007E-02   -0.427338E+00    0.000000E+00    0.000000E+00   -0.462758E+00    0.299907E+00    0.299062E+00    0.773415E+00   -0.486801E-01   -0.116801E+00   -0.101042E+01   -0.111464E+01    0.635622E-01    0.248441E+00    0.242045E+00   -0.207997E+00   -0.383425E-01    0.698229E-02    0.109440E+00   -0.112336E+00   -0.747313E-02    0.240863E-01    0.131584E+00   -0.440530E-01   -0.359842E-02   -0.229584E-01   -0.129943E-01   -0.426958E-02    0.580471E-01    0.206136E-01   -0.118366E-01   -0.110881E-03    0.000000E+00    0.000000E+00    0.570514E-02   -0.760319E-04    0.000000E+00    0.000000E+00   -0.108620E-01   -0.952000E-05
  1900.000  1454.613    0.279767E+00   -0.302538E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.774097E-02   -0.425334E+00    0.000000E+00    0.000000E+00   -0.454238E+00    0.314076E+00    0.299912E+00    0.763794E+00   -0.480672E-01   -0.116427E+00   -0.100842E+01   -0.110709E+01    0.679515E-01    0.244965E+00    0.243747E+00   -0.200913E+00   -0.390843E-01    0.716904E-02    0.103289E+00   -0.112565E+00   -0.473469E-02    0.235616E-01    0.132900E+00   -0.438156E-01   -0.327573E-02   -0.254666E-01   -0.115530E-01   -0.397161E-02    0.595874E-01    0.215552E-01   -0.877438E-02   -0.116747E-03    0.000000E+00    0.000000E+00    0.503291E-02   -0.963717E-04    0.000000E+00    0.000000E+00   -0.100721E-01   -0.292427E-04
  1905.000  1464.751    0.262693E+00   -0.297594E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.606020E-02   -0.422169E+00    0.000000E+00    0.000000E+00   -0.448558E+00    0.325295E+00    0.300635E+00    0.753965E+00   -0.474065E-01   -0.115989E+00   -0.100611E+01   -0.109939E+01    0.722338E-01    0.241467E+00    0.245281E+00   -0.193843E+00   -0.397977E-01    0.735379E-02    0.971425E-01   -0.112789E+00   -0.201742E-02    0.230221E-01    0.134166E+00   -0.435822E-01   -0.275788E-02   -0.280642E-01   -0.101597E-01   -0.365289E-02    0.612983E-01    0.226534E-01   -0.567737E-02   -0.123915E-03    0.000000E+00    0.000000E+00    0.435198E-02   -0.117172E-03    0.000000E+00    0.000000E+00   -0.928559E-02   -0.506625E-04
  1910.000  1474.916    0.246590E+00   -0.292706E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.464493E-02   -0.417852E+00    0.000000E+00    0.000000E+00   -0.445350E+00    0.333088E+00    0.301230E+00    0.743964E+00   -0.467010E-01   -0.115478E+00   -0.100350E+01   -0.109155E+01    0.764120E-01    0.237916E+00    0.246651E+00   -0.186799E+00   -0.404829E-01    0.753684E-02    0.910046E-01   -0.113008E+00    0.676475E-03    0.224691E-01    0.135381E+00   -0.433523E-01   -0.203051E-02   -0.307256E-01   -0.881660E-02   -0.331358E-02    0.631613E-01    0.239195E-01   -0.254978E-02   -0.132648E-03    0.000000E+00    0.000000E+00    0.366304E-02   -0.138387E-03    0.000000E+00    0.000000E+00   -0.850386E-02   -0.738260E-04
  1915.000  1485.108    0.231452E+00   -0.287875E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.365448E-02   -0.412429E+00    0.000000E+00    0.000000E+00   -0.444138E+00    0.337064E+00    0.301694E+00    0.733823E+00   -0.459563E-01   -0.114887E+00   -0.100061E+01   -0.108359E+01    0.804958E-01    0.234285E+00    0.247858E+00   -0.179794E+00   -0.411399E-01    0.771850E-02    0.848803E-01   -0.113220E+00    0.334488E-02    0.219036E-01    0.136545E+00   -0.431251E-01   -0.108308E-02   -0.334227E-01   -0.752606E-02   -0.295393E-02    0.651556E-01    0.253622E-01    0.604153E-03   -0.143246E-03    0.000000E+00    0.000000E+00    0.296676E-02   -0.159970E-03    0.000000E+00    0.000000E+00   -0.772800E-02   -0.987760E-04
  1920.000  1495.326    0.217266E+00   -0.283097E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.324034E-02   -0.405981E+00    0.000000E+00    0.000000E+00   -0.444363E+00    0.336943E+00    0.302025E+00    0.723570E+00   -0.451799E-01   -0.114210E+00   -0.997459E+00   -0.107552E+01    0.845010E-01    0.230550E+00    0.248906E+00   -0.172838E+00   -0.417690E-01    0.789911E-02    0.787741E-01   -0.113423E+00    0.598576E-02    0.213267E-01    0.137659E+00   -0.429003E-01    0.904524E-04   -0.361249E-01   -0.629039E-02   -0.257435E-02    0.672581E-01    0.269868E-01    0.378014E-02   -0.156049E-03    0.000000E+00    0.000000E+00    0.226381E-02   -0.181872E-03    0.000000E+00    0.000000E+00   -0.695906E-02   -0.125551E-03
  1925.000  1505.571    0.204021E+00   -0.278374E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.353616E-02   -0.398626E+00    0.000000E+00    0.000000E+00   -0.445415E+00    0.332577E+00    0.302221E+00    0.713231E+00   -0.443808E-01   -0.113441E+00   -0.994050E+00   -0.106734E+01    0.884484E-01    0.226692E+00    0.249797E+00   -0.165941E+00   -0.423702E-01    0.807904E-02    0.726904E-01   -0.113617E+00    0.859715E-02    0.207394E-01    0.138722E+00   -0.426774E-01    0.149123E-02   -0.388005E-01   -0.511191E-02   -0.217538E-02    0.694444E-01    0.287949E-01    0.697390E-02   -0.171442E-03    0.000000E+00    0.000000E+00    0.155485E-02   -0.204043E-03    0.000000E+00    0.000000E+00   -0.619799E-02   -0.154185E-03
  1930.000  1515.843    0.191703E+00   -0.273703E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.464898E-02   -0.390505E+00    0.000000E+00    0.000000E+00   -0.446667E+00    0.323959E+00    0.302281E+00    0.702829E+00   -0.435694E-01   -0.112579E+00   -0.990398E+00   -0.105907E+01    0.923629E-01    0.222698E+00    0.250536E+00   -0.159114E+00   -0.429440E-01    0.825867E-02    0.666335E-01   -0.113799E+00    0.111772E-01    0.201426E-01    0.139734E+00   -0.424559E-01    0.311522E-02   -0.414173E-01   -0.399294E-02   -0.175775E-02    0.716895E-01    0.307845E-01    0.101811E-01   -0.189860E-03    0.000000E+00    0.000000E+00    0.840519E-03   -0.226433E-03    0.000000E+00    0.000000E+00   -0.544560E-02   -0.184708E-03
  1935.000  1526.141    0.180291E+00   -0.269082E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.665306E-02   -0.381784E+00    0.000000E+00    0.000000E+00   -0.447515E+00    0.311220E+00    0.302204E+00    0.692383E+00   -0.427567E-01   -0.111623E+00   -0.986512E+00   -0.105071E+01    0.962710E-01    0.218563E+00    0.251126E+00   -0.152363E+00   -0.434905E-01    0.843841E-02    0.606074E-01   -0.113970E+00    0.137241E-01    0.195374E-01    0.140697E+00   -0.422354E-01    0.495328E-02   -0.439442E-01   -0.293582E-02   -0.132236E-02    0.739685E-01    0.329494E-01    0.133974E-01   -0.211786E-03    0.000000E+00    0.000000E+00    0.121462E-03   -0.248987E-03    0.000000E+00    0.000000E+00   -0.470261E-02   -0.217143E-03
  1940.000  1536.466    0.169768E+00   -0.264512E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.958664E-02   -0.372635E+00    0.000000E+00    0.000000E+00   -0.447404E+00    0.294612E+00    0.301991E+00    0.681911E+00   -0.419536E-01   -0.110575E+00   -0.982403E+00   -0.104228E+01    0.100200E+00    0.214286E+00    0.251572E+00   -0.145696E+00   -0.440100E-01    0.861870E-02    0.546161E-01   -0.114128E+00    0.162362E-01    0.189246E-01    0.141609E+00   -0.420156E-01    0.699143E-02   -0.463518E-01   -0.194289E-02   -0.870344E-03    0.762574E-01    0.352798E-01    0.166185E-01   -0.237765E-03    0.000000E+00    0.000000E+00   -0.601704E-03   -0.271654E-03    0.000000E+00    0.000000E+00   -0.396968E-02   -0.251508E-03
  1945.000  1546.817    0.160110E+00   -0.259990E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.134519E-01   -0.363231E+00    0.000000E+00    0.000000E+00   -0.445863E+00    0.274493E+00    0.301642E+00    0.671431E+00   -0.411705E-01   -0.109440E+00   -0.978081E+00   -0.103379E+01    0.104175E+00    0.209877E+00    0.251877E+00   -0.139121E+00   -0.445031E-01    0.880000E-02    0.486633E-01   -0.114273E+00    0.187119E-01    0.183051E-01    0.142473E+00   -0.417962E-01    0.921137E-02   -0.486134E-01   -0.101648E-02   -0.403063E-03    0.785339E-01    0.377626E-01    0.198402E-01   -0.268401E-03    0.000000E+00    0.000000E+00   -0.132837E-02   -0.294379E-03    0.000000E+00    0.000000E+00   -0.324732E-02   -0.287816E-03
  1950.000  1557.195    0.151293E+00   -0.255515E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.182179E-01   -0.353738E+00    0.000000E+00    0.000000E+00   -0.442515E+00    0.251293E+00    0.301159E+00    0.660957E+00   -0.404166E-01   -0.108224E+00   -0.973555E+00   -0.102523E+01    0.108219E+00    0.205350E+00    0.252046E+00   -0.132644E+00   -0.449701E-01    0.898277E-02    0.427525E-01   -0.114402E+00    0.211496E-01    0.176797E-01    0.143287E+00   -0.415769E-01    0.115912E-01   -0.507060E-01   -0.158914E-03    0.778548E-04    0.807779E-01    0.403818E-01    0.230580E-01   -0.304359E-03    0.000000E+00    0.000000E+00   -0.205793E-02   -0.317107E-03    0.000000E+00    0.000000E+00   -0.253602E-02   -0.326071E-03
  1955.000  1567.600    0.143291E+00   -0.251086E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.238251E-01   -0.344303E+00    0.000000E+00    0.000000E+00   -0.437090E+00    0.225489E+00    0.300544E+00    0.650503E+00   -0.396997E-01   -0.106935E+00   -0.968834E+00   -0.101663E+01    0.112351E+00    0.200723E+00    0.252082E+00   -0.126269E+00   -0.454115E-01    0.916752E-02    0.368873E-01   -0.114516E+00    0.235480E-01    0.170492E-01    0.144053E+00   -0.413574E-01    0.141061E-01   -0.526105E-01    0.627534E-03    0.570486E-03    0.829719E-01    0.431188E-01    0.262679E-01   -0.346377E-03    0.000000E+00    0.000000E+00   -0.278981E-02   -0.339783E-03    0.000000E+00    0.000000E+00   -0.183614E-02   -0.366272E-03
  1960.000  1578.031    0.136078E+00   -0.246702E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.301924E-01   -0.335057E+00    0.000000E+00    0.000000E+00   -0.429422E+00    0.197574E+00    0.299803E+00    0.640081E+00   -0.390258E-01   -0.105582E+00   -0.963928E+00   -0.100799E+01    0.116582E+00    0.196019E+00    0.251991E+00   -0.120003E+00   -0.458278E-01    0.935476E-02    0.310708E-01   -0.114614E+00    0.259057E-01    0.164142E-01    0.144770E+00   -0.411376E-01    0.167296E-01   -0.543123E-01    0.134064E-02    0.107259E-02    0.851014E-01    0.459538E-01    0.294655E-01   -0.395260E-03    0.000000E+00    0.000000E+00   -0.352343E-02   -0.362351E-03    0.000000E+00    0.000000E+00   -0.114799E-02   -0.408409E-03
  1965.000  1588.489    0.129627E+00   -0.242363E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.372231E-01   -0.326102E+00    0.000000E+00    0.000000E+00   -0.419444E+00    0.168036E+00    0.298938E+00    0.629705E+00   -0.383992E-01   -0.104176E+00   -0.958844E+00   -0.999321E+00    0.120923E+00    0.191261E+00    0.251776E+00   -0.113848E+00   -0.462196E-01    0.954503E-02    0.253062E-01   -0.114694E+00    0.282214E-01    0.157756E-01    0.145440E+00   -0.409171E-01    0.194342E-01   -0.558015E-01    0.197825E-02    0.158157E-02    0.871552E-01    0.488655E-01    0.326467E-01   -0.451884E-03    0.000000E+00    0.000000E+00   -0.425824E-02   -0.384756E-03    0.000000E+00    0.000000E+00   -0.471805E-03   -0.452466E-03
  1970.000  1598.974    0.123911E+00   -0.238066E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.448117E-01   -0.317521E+00    0.000000E+00    0.000000E+00   -0.407170E+00    0.137337E+00    0.297954E+00    0.619386E+00   -0.378222E-01   -0.102725E+00   -0.953591E+00   -0.990623E+00    0.125375E+00    0.186474E+00    0.251442E+00   -0.107810E+00   -0.465876E-01    0.973888E-02    0.195965E-01   -0.114758E+00    0.304941E-01    0.151340E-01    0.146063E+00   -0.406958E-01    0.221922E-01   -0.570723E-01    0.253834E-02    0.209447E-02    0.891250E-01    0.518326E-01    0.358076E-01   -0.517198E-03    0.000000E+00    0.000000E+00   -0.499370E-02   -0.406941E-03    0.000000E+00    0.000000E+00    0.192235E-03   -0.498416E-03
