#############################################################################################################
# Bonn-Gatchina 2018 eta photoproduction solutions | DATABASE: www.data.pwatuzla.com
# Reaction: gama p --> eta p
# Published: Tiator, L., Gorchtein, M., Kashevarov, V.L. et al. Eur. Phys. J. A (2018) 54: 210. 
#############################################################################################################
   W             ReE0+                ImE0+              ReE0-               ImE0-               ReM0+               ImM0+               ReM0-               ImM0-               ReE1+               ImE1+               ReE1-              ImE1-                ReM1+               ImM1+               ReM1-               ImM1-               ReE2+               ImE2+               ReE2-              ImE2-                ReM2+               ImM2+               ReM2-               ImM2-                ReE3+              ImE3+               ReE3-               ImE3-               ReM3+               ImM3+               ReM3-               ImM3-               ReE4+               ImE4+              ReE4-                ImE4-                ReM4+               ImM4+              ReM4-               ImM4-               ReE5+               ImE5+               ReE5-               ImE5-               ReM5+               ImM5+               ReM5-               ImM5-               ReE6+               ImE6+               ReE6-               ImE6-               ReM6+               ImM6+               ReM6-               ImM6-               ReE7+               ImE7+               ReE7-               ImE7-               ReM7+               ImM7+               ReM7-               ImM7-                        
  1685.00      0.22696078E+01     -0.43171197E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.15722186E+00     -0.53011217E+00      0.00000000E+00      0.00000000E+00     -0.17525280E+01     -0.30388565E+00      0.78592254E+00     -0.62588695E+00     -0.61130312E-01     -0.58287769E-01      0.30457561E+00     -0.50625518E+00      0.16719965E-01      0.18961481E+00      0.23636150E+00     -0.57778893E+00     -0.14795148E-01     -0.14738009E-01      0.18616258E-01     -0.23486564E+00     -0.51379854E-01     -0.20658290E-01     -0.41898326E-01     -0.19223764E+00     -0.63063025E-04     -0.48907109E-02     -0.14769410E-01     -0.63635369E-02     -0.16944766E-02      0.51215534E-02     -0.11968335E-01     -0.84209635E-02     -0.23563321E-03     -0.16509138E-02      0.17519925E-03     -0.59150668E-04     -0.10642202E-02      0.29260205E-02      0.42486145E-03     -0.29169871E-02     -0.13397103E-03     -0.46355218E-03      0.23159294E-05     -0.51532209E-04      0.11820152E-02      0.14749717E-02      0.12279376E-02     -0.17636019E-02     -0.51017940E-04     -0.10936181E-03      0.20193619E-04     -0.36086653E-04      0.86144068E-03      0.42459806E-03      0.77376571E-03     -0.93241321E-03
  1690.00      0.22833705E+01     -0.44042575E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.13463287E+00     -0.53024333E+00      0.00000000E+00      0.00000000E+00     -0.17472807E+01     -0.31918018E+00      0.84131668E+00     -0.49683706E+00     -0.62527509E-01     -0.59795156E-01      0.30188645E+00     -0.51499719E+00      0.81869969E-02      0.18775245E+00      0.24355079E+00     -0.58547762E+00     -0.15471657E-01     -0.15147557E-01      0.40658989E-01     -0.23960118E+00     -0.52681493E-01     -0.21360271E-01     -0.30681026E-01     -0.19720397E+00     -0.41293394E-04     -0.50265803E-02     -0.15478241E-01     -0.68089918E-02     -0.17187952E-02      0.51248372E-02     -0.12702482E-01     -0.88321416E-02     -0.23635587E-03     -0.17284318E-02      0.18154046E-03     -0.79023621E-04     -0.12309773E-02      0.30002013E-02      0.32978868E-03     -0.29841591E-02     -0.13930328E-03     -0.49512064E-03     -0.29159827E-06     -0.57447869E-04      0.11854655E-02      0.15584253E-02      0.12481760E-02     -0.18214689E-02     -0.54358620E-04     -0.11955083E-03      0.21344594E-04     -0.38177014E-04      0.89510832E-03      0.46148348E-03      0.81150514E-03     -0.97878755E-03
  1695.00      0.22805796E+01     -0.44383758E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.11375667E+00     -0.52733820E+00      0.00000000E+00      0.00000000E+00     -0.17413592E+01     -0.33433500E+00      0.87226707E+00     -0.35984525E+00     -0.63947198E-01     -0.61396317E-01      0.30082718E+00     -0.52392592E+00     -0.55702506E-03      0.18472331E+00      0.25157707E+00     -0.59251836E+00     -0.16160003E-01     -0.15574411E-01      0.62504395E-01     -0.24065232E+00     -0.53974177E-01     -0.22071561E-01     -0.19503743E-01     -0.20008975E+00     -0.18731222E-04     -0.51593350E-02     -0.16197907E-01     -0.72728593E-02     -0.17305743E-02      0.51208015E-02     -0.13452622E-01     -0.92616324E-02     -0.23638595E-03     -0.18063793E-02      0.18808013E-03     -0.10048552E-03     -0.14041799E-02      0.30697757E-02      0.22757739E-03     -0.30502906E-02     -0.14449554E-03     -0.52763517E-03     -0.31721998E-05     -0.63896853E-04      0.11847558E-02      0.16427431E-02      0.12650315E-02     -0.18779822E-02     -0.57754215E-04     -0.13030558E-03      0.22502693E-04     -0.40364013E-04      0.92754063E-03      0.49994047E-03      0.84892505E-03     -0.10252213E-02
  1700.00      0.22753221E+01     -0.44486519E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.94737284E-01     -0.52237107E+00      0.00000000E+00      0.00000000E+00     -0.17346230E+01     -0.34945552E+00      0.87822882E+00     -0.22193585E+00     -0.65371427E-01     -0.63038772E-01      0.30138449E+00     -0.53283107E+00     -0.88436146E-02      0.18091916E+00      0.26034877E+00     -0.59880257E+00     -0.16859077E-01     -0.16020165E-01      0.83272679E-01     -0.23837668E+00     -0.55257284E-01     -0.22793649E-01     -0.88628823E-02     -0.20109016E+00      0.45522632E-05     -0.52888782E-02     -0.16927742E-01     -0.77553421E-02     -0.17291112E-02      0.51099424E-02     -0.14218112E-01     -0.97101168E-02     -0.23571939E-03     -0.18846442E-02      0.19483027E-03     -0.12354117E-03     -0.15834495E-02      0.31345513E-02      0.11841650E-03     -0.31155522E-02     -0.14953727E-03     -0.56105159E-03     -0.63352265E-05     -0.70896232E-04      0.11798368E-02      0.17277517E-02      0.12784060E-02     -0.19331030E-02     -0.61201160E-04     -0.14162219E-03      0.23668696E-04     -0.42658871E-04      0.95860294E-03      0.53991834E-03      0.88591773E-03     -0.10716291E-02
  1705.00      0.22706211E+01     -0.44439276E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.77636863E-01     -0.51597035E+00      0.00000000E+00      0.00000000E+00     -0.17269749E+01     -0.36456638E+00      0.86064960E+00     -0.89426997E-01     -0.66799936E-01     -0.64732879E-01      0.30351410E+00     -0.54150812E+00     -0.16645818E-01      0.17646174E+00      0.26975464E+00     -0.60423897E+00     -0.17567890E-01     -0.16486130E-01      0.10230744E+00     -0.23335358E+00     -0.56530748E-01     -0.23527389E-01      0.87066546E-03     -0.20052655E+00      0.28407197E-04     -0.54150372E-02     -0.17667135E-01     -0.82566936E-02     -0.17137555E-02      0.50928345E-02     -0.14998276E-01     -0.10178440E-01     -0.23436271E-03     -0.19631178E-02      0.20185688E-03     -0.14826571E-03     -0.17682854E-02      0.31942586E-02      0.25033306E-05     -0.31800845E-02     -0.15437735E-03     -0.59538461E-03     -0.97648221E-05     -0.78495743E-04      0.11707301E-02      0.18132093E-02      0.12881051E-02     -0.19866856E-02     -0.64659709E-04     -0.15354433E-03      0.24827354E-04     -0.45050293E-04      0.98810701E-03      0.58138764E-03      0.92227865E-03     -0.11178681E-02
  1710.00      0.22674974E+01     -0.44286017E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.62453888E-01     -0.50864299E+00      0.00000000E+00      0.00000000E+00     -0.17183578E+01     -0.37964871E+00      0.82271043E+00      0.32545722E-01     -0.68229277E-01     -0.66489676E-01      0.30713870E+00     -0.54976146E+00     -0.23974823E-01      0.17147252E+00      0.27966245E+00     -0.60876011E+00     -0.18287773E-01     -0.16970244E-01      0.11921255E+00     -0.22626162E+00     -0.57799294E-01     -0.24267123E-01      0.94791544E-02     -0.19878505E+00      0.50634220E-04     -0.55349191E-02     -0.18414732E-01     -0.87780198E-02     -0.16812699E-02      0.50697772E-02     -0.15786750E-01     -0.10671567E-01     -0.23256369E-03     -0.20413617E-02      0.21048425E-03     -0.17646207E-03     -0.19538478E-02      0.32452853E-02     -0.11887080E-03     -0.32431901E-02     -0.15796848E-03     -0.63197078E-03     -0.12850330E-04     -0.87570606E-04      0.11591974E-02      0.18964922E-02      0.12915163E-02     -0.20356108E-02     -0.67191366E-04     -0.16731442E-03      0.25590498E-04     -0.47024721E-04      0.10144965E-02      0.62459797E-03      0.95529707E-03     -0.11620460E-02
  1715.00      0.22661096E+01     -0.44050977E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.49156644E-01     -0.50076165E+00      0.00000000E+00      0.00000000E+00     -0.17086363E+01     -0.39467501E+00      0.76874897E+00      0.14038347E+00     -0.69659004E-01     -0.68311828E-01      0.31218039E+00     -0.55743673E+00     -0.30789475E-01      0.16600157E+00      0.28996343E+00     -0.61230868E+00     -0.19009157E-01     -0.17484728E-01      0.13383821E+00     -0.21778195E+00     -0.59045094E-01     -0.25035337E-01      0.16854100E-01     -0.19621450E+00      0.78412160E-04     -0.56581137E-02     -0.19172291E-01     -0.93162405E-02     -0.16402229E-02      0.50423165E-02     -0.16602835E-01     -0.11175428E-01     -0.22947265E-03     -0.21204319E-02      0.21626839E-03     -0.20198905E-03     -0.21549685E-02      0.32993458E-02     -0.24921130E-03     -0.33080539E-02     -0.16384182E-03     -0.66605625E-03     -0.17715363E-04     -0.95201296E-04      0.11391439E-02      0.19858375E-02      0.12972202E-02     -0.20904469E-02     -0.71982949E-04     -0.17866541E-03      0.27284122E-04     -0.50379895E-04      0.10425397E-02      0.66845211E-03      0.99377804E-03     -0.12102911E-02
  1720.00      0.22666575E+01     -0.43753206E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.37614238E-01     -0.49273340E+00      0.00000000E+00      0.00000000E+00     -0.16978375E+01     -0.40955713E+00      0.70328778E+00      0.23218299E+00     -0.71079818E-01     -0.70212206E-01      0.31850775E+00     -0.56436885E+00     -0.37170341E-01      0.16017651E+00      0.30049343E+00     -0.61486949E+00     -0.19740239E-01     -0.18018076E-01      0.14621996E+00     -0.20850670E+00     -0.60287401E-01     -0.25807843E-01      0.23038688E-01     -0.19317728E+00      0.10367960E-03     -0.57739571E-02     -0.19936535E-01     -0.98750220E-02     -0.15801634E-02      0.50100586E-02     -0.17424236E-01     -0.11706848E-01     -0.22603176E-03     -0.21989677E-02      0.22414137E-03     -0.23161325E-03     -0.23545139E-02      0.33433058E-02     -0.38420491E-03     -0.33715618E-02     -0.16808725E-03     -0.70278716E-03     -0.22034973E-04     -0.10463488E-03      0.11172849E-02      0.20718447E-02      0.12956308E-02     -0.21395366E-02     -0.75513514E-04     -0.19228327E-03      0.28447553E-04     -0.53155318E-04      0.10667379E-02      0.71403723E-03      0.10278118E-02     -0.12557077E-02
  1725.00      0.22691082E+01     -0.43404554E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.27711135E-01     -0.48484311E+00      0.00000000E+00      0.00000000E+00     -0.16859050E+01     -0.42422961E+00      0.63083086E+00      0.30740330E+00     -0.72488135E-01     -0.72193341E-01      0.32597147E+00     -0.57042694E+00     -0.43127118E-01      0.15405486E+00      0.31110382E+00     -0.61644933E+00     -0.20476823E-01     -0.18575050E-01      0.15652381E+00     -0.19892163E+00     -0.61519965E-01     -0.26592196E-01      0.28115174E-01     -0.18993067E+00      0.12934476E-03     -0.58863897E-02     -0.20707869E-01     -0.10453052E-01     -0.15044663E-02      0.49740690E-02     -0.18258727E-01     -0.12260336E-01     -0.22189586E-03     -0.22773568E-02      0.23228924E-03     -0.26280573E-03     -0.25583797E-02      0.33819663E-02     -0.52517011E-03     -0.34351386E-02     -0.17215383E-03     -0.74018098E-03     -0.26687094E-04     -0.11467714E-03      0.10911283E-02      0.21578237E-02      0.12902531E-02     -0.21872395E-02     -0.79093032E-04     -0.20640621E-03      0.29626492E-04     -0.56097241E-04      0.10889955E-02      0.76086341E-03      0.10609698E-02     -0.13007835E-02
  1730.00      0.22733561E+01     -0.43013598E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.19283284E-01     -0.47732993E+00      0.00000000E+00      0.00000000E+00     -0.16728327E+01     -0.43859796E+00      0.55529315E+00      0.36665427E+00     -0.73876340E-01     -0.74259199E-01      0.33446112E+00     -0.57553139E+00     -0.48687619E-01      0.14768118E+00      0.32168411E+00     -0.61707163E+00     -0.21217841E-01     -0.19156267E-01      0.16498492E+00     -0.18938852E+00     -0.62742826E-01     -0.27388377E-01      0.32213652E-01     -0.18667476E+00      0.15526361E-03     -0.59952926E-02     -0.21485578E-01     -0.11050440E-01     -0.14126576E-02      0.49349866E-02     -0.19105620E-01     -0.12836618E-01     -0.21707938E-03     -0.23555022E-02      0.24077436E-03     -0.29562137E-03     -0.27660124E-02      0.34151333E-02     -0.67181612E-03     -0.34989406E-02     -0.17599886E-03     -0.77823986E-03     -0.31657534E-04     -0.12536775E-03      0.10607721E-02      0.22435377E-02      0.12809688E-02     -0.22334594E-02     -0.82683619E-04     -0.22106691E-03      0.30808399E-04     -0.59195877E-04      0.11091630E-02      0.80887345E-03      0.10930699E-02     -0.13453959E-02
  1735.00      0.22793210E+01     -0.42586918E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.12152516E-01     -0.47039232E+00      0.00000000E+00      0.00000000E+00     -0.16586451E+01     -0.45257390E+00      0.47985252E+00      0.41132503E+00     -0.75237306E-01     -0.76412151E-01      0.34385102E+00     -0.57962557E+00     -0.53880282E-01      0.14109675E+00      0.33211998E+00     -0.61678742E+00     -0.21962446E-01     -0.19762041E-01      0.17186417E+00     -0.18015954E+00     -0.63956755E-01     -0.28195633E-01      0.35478137E-01     -0.18354850E+00      0.18134457E-03     -0.61006314E-02     -0.22269070E-01     -0.11667249E-01     -0.13044369E-02      0.48935258E-02     -0.19964524E-01     -0.13436323E-01     -0.21159500E-03     -0.24333191E-02      0.24962980E-03     -0.33007127E-03     -0.29770089E-02      0.34427465E-02     -0.82389235E-03     -0.35631646E-02     -0.17960842E-03     -0.81692827E-03     -0.36946357E-04     -0.13672723E-03      0.10262760E-02      0.23288298E-02      0.12677322E-02     -0.22781980E-02     -0.86274631E-04     -0.23626423E-03      0.31990975E-04     -0.62458767E-04      0.11271406E-02      0.85799930E-03      0.11240086E-02     -0.13894770E-02
  1740.00      0.22869048E+01     -0.42129491E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.61308738E-02     -0.46417940E+00      0.00000000E+00      0.00000000E+00     -0.16433732E+01     -0.46606625E+00      0.40690228E+00      0.44324113E+00     -0.76563601E-01     -0.78653339E-01      0.35402377E+00     -0.58266831E+00     -0.58729995E-01      0.13433321E+00      0.34231506E+00     -0.61565919E+00     -0.22709825E-01     -0.20392576E-01      0.17741751E+00     -0.17139482E+00     -0.65162523E-01     -0.29013200E-01      0.38049919E-01     -0.18063939E+00      0.20748992E-03     -0.62023667E-02     -0.23057686E-01     -0.12303521E-01     -0.11794647E-02      0.48503601E-02     -0.20834947E-01     -0.14060068E-01     -0.20545508E-03     -0.25107258E-02      0.25889160E-03     -0.36616938E-03     -0.31909093E-02      0.34647193E-02     -0.98111027E-03     -0.36279932E-02     -0.18296396E-03     -0.85621715E-03     -0.42552752E-04     -0.14877473E-03      0.98772675E-03      0.24135257E-02      0.12505024E-02     -0.23214450E-02     -0.89849617E-04     -0.25200123E-03      0.33169779E-04     -0.65887963E-04      0.11428263E-02      0.90817168E-03      0.11536715E-02     -0.14329539E-02
  1745.00      0.22960284E+01     -0.41645050E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.10281544E-02     -0.45879702E+00      0.00000000E+00      0.00000000E+00     -0.16270627E+01     -0.47898433E+00      0.33810597E+00      0.46439074E+00     -0.77847920E-01     -0.80982567E-01      0.36486857E+00     -0.58463127E+00     -0.63259852E-01      0.12741696E+00      0.35218813E+00     -0.61375773E+00     -0.23459212E-01     -0.21047977E-01      0.18187933E+00     -0.16318560E+00     -0.66361291E-01     -0.29840085E-01      0.40057824E-01     -0.17799653E+00      0.23362116E-03     -0.63004975E-02     -0.23850783E-01     -0.12959224E-01     -0.10376098E-02      0.48062417E-02     -0.21716567E-01     -0.14708371E-01     -0.19867361E-03     -0.25876447E-02      0.26858606E-03     -0.40390864E-03     -0.34073454E-02      0.34810515E-02     -0.11432193E-02     -0.36936123E-02     -0.18605971E-03     -0.89606176E-03     -0.48479419E-04     -0.16152180E-03      0.94519013E-03      0.24974911E-02      0.12292627E-02     -0.23632248E-02     -0.93401471E-04     -0.26826736E-03      0.34345912E-04     -0.69492333E-04      0.11561381E-02      0.95931651E-03      0.11819699E-02     -0.14757729E-02
  1750.00      0.23065901E+01     -0.41136301E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.33445420E-02     -0.45431459E+00      0.00000000E+00      0.00000000E+00     -0.16097815E+01     -0.49125153E+00      0.27449617E+00      0.47673729E+00     -0.79082907E-01     -0.83399075E-01      0.37629919E+00     -0.58551250E+00     -0.67487770E-01      0.12036518E+00      0.36168290E+00     -0.61116788E+00     -0.24209890E-01     -0.21728494E-01      0.18545543E+00     -0.15557182E+00     -0.67554101E-01     -0.30675913E-01      0.41614616E-01     -0.17564092E+00      0.25966010E-03     -0.63950279E-02     -0.24647781E-01     -0.13634432E-01     -0.87863378E-03      0.47618687E-02     -0.22609059E-01     -0.15381864E-01     -0.19126277E-03     -0.26640086E-02      0.27874246E-03     -0.44329023E-03     -0.36259127E-02      0.34917200E-02     -0.13099342E-02     -0.37602190E-02     -0.18888752E-03     -0.93642370E-03     -0.54730557E-04     -0.17498111E-03      0.89875752E-03      0.25805876E-02      0.12040140E-02     -0.24035721E-02     -0.96923622E-04     -0.28505428E-03      0.35518152E-04     -0.73279230E-04      0.11670050E-02      0.10113599E-02      0.12088281E-02     -0.15178889E-02
  1755.00      0.23184886E+01     -0.40605234E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.71696962E-02     -0.45076764E+00      0.00000000E+00      0.00000000E+00     -0.15916106E+01     -0.50279794E+00      0.21663210E+00      0.48210651E+00     -0.80261238E-01     -0.85900973E-01      0.38824114E+00     -0.58531395E+00     -0.71428263E-01      0.11319307E+00      0.37075929E+00     -0.60797590E+00     -0.24961092E-01     -0.22434256E-01      0.18831963E+00     -0.14856005E+00     -0.68742109E-01     -0.31520133E-01      0.42815147E-01     -0.17357489E+00      0.28551730E-03     -0.64859532E-02     -0.25447976E-01     -0.14329115E-01     -0.70245361E-03      0.47179864E-02     -0.23512054E-01     -0.16081085E-01     -0.18323939E-03     -0.27397446E-02      0.28939456E-03     -0.48431281E-03     -0.38462023E-02      0.34967215E-02     -0.14809740E-02     -0.38279836E-02     -0.19143633E-03     -0.97726606E-03     -0.61305724E-04     -0.18916463E-03      0.84852809E-03      0.26626701E-02      0.11747432E-02     -0.24425005E-02     -0.10040317E-03     -0.30235649E-03      0.36684787E-04     -0.77252439E-04      0.11753485E-02      0.10642253E-02      0.12341483E-02     -0.15592438E-02
  1760.00      0.23316209E+01     -0.40053183E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.10617555E-01     -0.44816521E+00      0.00000000E+00      0.00000000E+00     -0.15726380E+01     -0.51356720E+00      0.16469208E+00      0.48211790E+00     -0.81375990E-01     -0.88485849E-01      0.40063599E+00     -0.58404134E+00     -0.75092608E-01      0.10591240E+00      0.37939628E+00     -0.60426858E+00     -0.25712142E-01     -0.23165469E-01      0.19061653E+00     -0.14213422E+00     -0.69926632E-01     -0.32372533E-01      0.43737904E-01     -0.17178867E+00      0.31111704E-03     -0.65732935E-02     -0.26250782E-01     -0.15043318E-01     -0.50899678E-03      0.46753419E-02     -0.24425312E-01     -0.16806653E-01     -0.17462124E-03     -0.28147879E-02      0.30057234E-03     -0.52697092E-03     -0.40678425E-02      0.34960870E-02     -0.16560511E-02     -0.38971014E-02     -0.19370234E-03     -0.10185456E-02     -0.68207094E-04     -0.20408377E-03      0.79460744E-03      0.27436173E-02      0.11414695E-02     -0.24800602E-02     -0.10383457E-03     -0.32016167E-03      0.37846417E-04     -0.81421336E-04      0.11811148E-02      0.11178332E-02      0.12578632E-02     -0.15998009E-02
  1765.00      0.23459207E+01     -0.39481221E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.13841815E-01     -0.44649614E+00      0.00000000E+00      0.00000000E+00     -0.15529537E+01     -0.52351728E+00      0.11860137E+00      0.47816384E+00     -0.82421481E-01     -0.91150071E-01      0.41341530E+00     -0.58170300E+00     -0.78494259E-01      0.98541328E-01      0.38757566E+00     -0.60014057E+00     -0.26462819E-01     -0.23921827E-01      0.19246321E+00     -0.13626502E+00     -0.71110127E-01     -0.33231807E-01      0.44446247E-01     -0.17026536E+00      0.33638585E-03     -0.66570755E-02     -0.27055592E-01     -0.15776958E-01     -0.29824375E-03      0.46346726E-02     -0.25348604E-01     -0.17559072E-01     -0.16542189E-03     -0.28890807E-02      0.31230551E-03     -0.57125508E-03     -0.42904587E-02      0.34898533E-02     -0.18348856E-02     -0.39677417E-02     -0.19568062E-03     -0.10602225E-02     -0.75439008E-04     -0.21974437E-03      0.73709913E-03      0.28233118E-02      0.11042117E-02     -0.25162945E-02     -0.10721141E-03     -0.33845661E-03      0.39002758E-04     -0.85790807E-04      0.11842481E-02      0.11721087E-02      0.12799055E-02     -0.16395251E-02
  1770.00      0.23611774E+01     -0.38889313E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.16994186E-01     -0.44570608E+00      0.00000000E+00      0.00000000E+00     -0.15326673E+01     -0.53261118E+00      0.78105588E-01      0.47141193E+00     -0.83388930E-01     -0.93891242E-01      0.42659945E+00     -0.57828966E+00     -0.81626960E-01      0.91069009E-01      0.39534027E+00     -0.59564765E+00     -0.27211387E-01     -0.24704698E-01      0.19395567E+00     -0.13091614E+00     -0.72291216E-01     -0.34101026E-01      0.44991504E-01     -0.16898398E+00      0.36123466E-03     -0.67373121E-02     -0.27861653E-01     -0.16530288E-01     -0.70173009E-04      0.45967125E-02     -0.26281571E-01     -0.18339149E-01     -0.15566345E-03     -0.29625607E-02      0.32463283E-03     -0.61716661E-03     -0.45136425E-02      0.34780458E-02     -0.20171599E-02     -0.40400855E-02     -0.19736275E-03     -0.11022611E-02     -0.82999756E-04     -0.23616025E-03      0.67614164E-03      0.29016187E-02      0.10629912E-02     -0.25512409E-02     -0.11052238E-03     -0.35723552E-03      0.40152265E-04     -0.90366740E-04      0.11847010E-02      0.12269667E-02      0.13001986E-02     -0.16783721E-02
  1775.00      0.23773163E+01     -0.38277716E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.20197760E-01     -0.44575030E+00      0.00000000E+00      0.00000000E+00     -0.15118721E+01     -0.54083371E+00      0.42846591E-01      0.46282341E+00     -0.84273431E-01     -0.96704746E-01      0.44013534E+00     -0.57379312E+00     -0.84499644E-01      0.83512862E-01      0.40269711E+00     -0.59087226E+00     -0.27957656E-01     -0.25513788E-01      0.19516911E+00     -0.12604828E+00     -0.73472398E-01     -0.34979238E-01      0.45413888E-01     -0.16792250E+00      0.38559668E-03     -0.68140476E-02     -0.28668377E-01     -0.17303247E-01      0.17515586E-03      0.45621947E-02     -0.27224050E-01     -0.19147438E-01     -0.14536202E-03     -0.30351779E-02      0.33758348E-03     -0.66469171E-03     -0.47370379E-02      0.34607328E-02     -0.22025803E-02     -0.41143000E-02     -0.19874666E-03     -0.11446206E-02     -0.90893193E-04     -0.25333528E-03      0.61185482E-03      0.29784367E-02      0.10178494E-02     -0.25849594E-02     -0.11376256E-03     -0.37648159E-03      0.41295109E-04     -0.95154333E-04      0.11824349E-02      0.12823313E-02      0.13186898E-02     -0.17163209E-02
  1780.00      0.23942162E+01     -0.37646450E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.23564787E-01     -0.44656140E+00      0.00000000E+00      0.00000000E+00     -0.14906707E+01     -0.54817839E+00      0.12405292E-01      0.45317784E+00     -0.85068979E-01     -0.99586172E-01      0.45400625E+00     -0.56818966E+00     -0.87112847E-01      0.75879487E-01      0.40968324E+00     -0.58587430E+00     -0.28700780E-01     -0.26349477E-01      0.19616388E+00     -0.12162237E+00     -0.74654659E-01     -0.35867271E-01      0.45745173E-01     -0.16705895E+00      0.40939253E-03     -0.68873168E-02     -0.29475089E-01     -0.18095888E-01      0.43756882E-03      0.45318956E-02     -0.28175857E-01     -0.19984612E-01     -0.13454100E-03     -0.31068758E-02      0.35119431E-03     -0.71382124E-03     -0.49603008E-02      0.34380036E-02     -0.23908551E-02     -0.41905530E-02     -0.19983079E-03     -0.11872597E-02     -0.99118491E-04     -0.27127892E-03      0.54437015E-03      0.30536598E-02      0.96882328E-03     -0.26175036E-02     -0.11692457E-03     -0.39618295E-03      0.42432796E-04     -0.10016133E-03      0.11774202E-02      0.13381181E-02      0.13353178E-02     -0.17533377E-02
  1785.00      0.24117300E+01     -0.36994943E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.27189565E-01     -0.44806304E+00      0.00000000E+00      0.00000000E+00     -0.14691599E+01     -0.55465127E+00     -0.13663078E-01      0.44309691E+00     -0.85770060E-01     -0.10253077E+00      0.46819368E+00     -0.56144183E+00     -0.89465891E-01      0.68175730E-01      0.41634379E+00     -0.58070400E+00     -0.29439961E-01     -0.27212139E-01      0.19698765E+00     -0.11760053E+00     -0.75838938E-01     -0.36766171E-01      0.46010281E-01     -0.16637221E+00      0.43254739E-03     -0.69571635E-02     -0.30281130E-01     -0.18908295E-01      0.71692692E-03      0.45065442E-02     -0.29136810E-01     -0.20851381E-01     -0.12321822E-03     -0.31776112E-02      0.36550328E-03     -0.76454715E-03     -0.51830739E-02      0.34099392E-02     -0.25816887E-02     -0.42689949E-02     -0.20060902E-03     -0.12301451E-02     -0.10767719E-03     -0.28999650E-03      0.47382284E-03      0.31271904E-02      0.91594965E-03     -0.26489268E-02     -0.12000042E-03     -0.41632693E-03      0.43563003E-04     -0.10538996E-03      0.11696220E-02      0.13942542E-02      0.13500266E-02     -0.17894015E-02
