#############################################################################################################
# Bonn-Gatchina 2018 eta photoproduction solutions | DATABASE: www.data.pwatuzla.com
# Reaction: gama p --> eta p
# Published: Tiator, L., Gorchtein, M., Kashevarov, V.L. et al. Eur. Phys. J. A (2018) 54: 210. 
#############################################################################################################
   W             ReE0+                ImE0+              ReE0-               ImE0-               ReM0+               ImM0+               ReM0-               ImM0-               ReE1+               ImE1+               ReE1-              ImE1-                ReM1+               ImM1+               ReM1-               ImM1-               ReE2+               ImE2+               ReE2-              ImE2-                ReM2+               ImM2+               ReM2-               ImM2-                ReE3+              ImE3+               ReE3-               ImE3-               ReM3+               ImM3+               ReM3-               ImM3-               ReE4+               ImE4+              ReE4-                ImE4-                ReM4+               ImM4+              ReM4-               ImM4-               ReE5+               ImE5+               ReE5-               ImE5-               ReM5+               ImM5+               ReM5-               ImM5-               ReE6+               ImE6+               ReE6-               ImE6-               ReM6+               ImM6+               ReM6-               ImM6-               ReE7+               ImE7+               ReE7-               ImE7-               ReM7+               ImM7+               ReM7-               ImM7-                        
  2290.00      0.30689178E+00     -0.54604502E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.41874577E+00     -0.27149525E-01      0.00000000E+00      0.00000000E+00     -0.46466290E-01     -0.34177677E+00     -0.67282477E+00      0.51636104E+00      0.60814056E-01     -0.11847400E+00      0.30570686E+00     -0.52660396E+00      0.66688318E-01     -0.66597209E-01      0.11015133E+00      0.74911442E-01      0.51535459E-01     -0.86285191E-01      0.30471845E+00     -0.14871995E-02     -0.75656730E-02     -0.31151186E-01      0.12125593E+00     -0.31495468E-01     -0.33034111E-02     -0.10622419E-01      0.19320646E-01     -0.55565675E-01      0.13932965E-01      0.53117873E-01      0.12571040E+00     -0.13002653E+00      0.24688617E-03     -0.54428102E-02      0.98973891E-02     -0.71707650E-02     -0.11640810E-01      0.55355220E-02      0.59165559E-04     -0.15892527E-01      0.28437147E-03     -0.38065205E-02     -0.16158358E-02     -0.55751610E-02     -0.16936680E-02      0.39988320E-02     -0.70618876E-02     -0.85003223E-02      0.17043683E-03     -0.25217914E-02      0.33243107E-03     -0.18111391E-02     -0.56529269E-02      0.22134873E-02     -0.41975298E-02     -0.36475371E-02
  2295.00      0.29578421E+00     -0.54122116E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.41568380E+00     -0.23673779E-01      0.00000000E+00      0.00000000E+00     -0.38196138E-01     -0.33854874E+00     -0.68103239E+00      0.52020210E+00      0.60774577E-01     -0.11707567E+00      0.31688633E+00     -0.52058593E+00      0.66103724E-01     -0.66364874E-01      0.10484899E+00      0.74929612E-01      0.52003355E-01     -0.85342536E-01      0.30306022E+00      0.24916108E-03     -0.87983067E-02     -0.29102453E-01      0.11899400E+00     -0.29158251E-01     -0.33330105E-02     -0.10715115E-01      0.19095844E-01     -0.54426146E-01      0.13312000E-01      0.53424414E-01      0.12647762E+00     -0.12678721E+00      0.23195708E-03     -0.54552192E-02      0.10043969E-01     -0.71657222E-02     -0.11763636E-01      0.57698325E-02      0.30550085E-03     -0.15777592E-01      0.28223165E-03     -0.38128196E-02     -0.16211394E-02     -0.56400449E-02     -0.16103117E-02      0.40589880E-02     -0.70234252E-02     -0.85678706E-02      0.17527744E-03     -0.25320764E-02      0.34228503E-03     -0.18356488E-02     -0.56889587E-02      0.21846861E-02     -0.42477684E-02     -0.36845266E-02
  2300.00      0.28488518E+00     -0.53655367E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.41260018E+00     -0.20294512E-01      0.00000000E+00      0.00000000E+00     -0.29963141E-01     -0.33523848E+00     -0.68936816E+00      0.52355482E+00      0.60713531E-01     -0.11569236E+00      0.32758406E+00     -0.51432021E+00      0.65539033E-01     -0.66139537E-01      0.99674228E-01      0.74832823E-01      0.52445758E-01     -0.84413951E-01      0.30137413E+00      0.19143833E-02     -0.10075356E-01     -0.27149669E-01      0.11671185E+00     -0.26911672E-01     -0.33605776E-02     -0.10808392E-01      0.18849413E-01     -0.53321996E-01      0.12683384E-01      0.53711067E-01      0.12712570E+00     -0.12359245E+00      0.21707500E-03     -0.54682123E-02      0.10189665E-01     -0.71587980E-02     -0.11893092E-01      0.60049651E-02      0.54983467E-03     -0.15654882E-01      0.27983835E-03     -0.38190685E-02     -0.16256825E-02     -0.57043863E-02     -0.15271568E-02      0.41221545E-02     -0.69825780E-02     -0.86333328E-02      0.18001759E-03     -0.25421032E-02      0.35344236E-03     -0.18591896E-02     -0.57236755E-02      0.21564611E-02     -0.42964446E-02     -0.37219047E-02
  2305.00      0.27419182E+00     -0.53203548E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.40949015E+00     -0.17009843E-01      0.00000000E+00      0.00000000E+00     -0.21774823E-01     -0.33182941E+00     -0.69777359E+00      0.52645509E+00      0.60632246E-01     -0.11432431E+00      0.33779313E+00     -0.50784853E+00      0.64996575E-01     -0.65920713E-01      0.94632102E-01      0.74630777E-01      0.52864432E-01     -0.83497349E-01      0.29966187E+00      0.35108430E-02     -0.11380392E-01     -0.25279331E-01      0.11441231E+00     -0.24754922E-01     -0.33860531E-02     -0.10902227E-01      0.18583893E-01     -0.52252382E-01      0.12048225E-01      0.53977376E-01      0.12766117E+00     -0.12044385E+00      0.20225081E-03     -0.54817772E-02      0.10334336E-01     -0.71499584E-02     -0.12029137E-01      0.62406553E-02      0.79203374E-03     -0.15524517E-01      0.27717113E-03     -0.38252494E-02     -0.16298875E-02     -0.57682927E-02     -0.14440496E-02      0.41882073E-02     -0.69386826E-02     -0.86966167E-02      0.18467612E-03     -0.25519037E-02      0.36290335E-03     -0.18846767E-02     -0.57569504E-02      0.21287712E-02     -0.43434550E-02     -0.37596414E-02
  2310.00      0.26370365E+00     -0.52765649E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.40637082E+00     -0.13803285E-01      0.00000000E+00      0.00000000E+00     -0.13641668E-01     -0.32834175E+00     -0.70623622E+00      0.52891451E+00      0.60532172E-01     -0.11297052E+00      0.34757159E+00     -0.50117494E+00      0.64478314E-01     -0.65698890E-01      0.89713071E-01      0.74324777E-01      0.53261186E-01     -0.82593881E-01      0.29792851E+00      0.50400540E-02     -0.12711433E-01     -0.23496010E-01      0.11210283E+00     -0.22686429E-01     -0.34094099E-02     -0.10996554E-01      0.18302590E-01     -0.51217152E-01      0.11406941E-01      0.54223469E-01      0.12809501E+00     -0.11734585E+00      0.18751400E-03     -0.54959214E-02      0.10477944E-01     -0.71392498E-02     -0.12171961E-01      0.64767418E-02      0.10316878E-02     -0.15386569E-01      0.27423501E-03     -0.38313752E-02     -0.16337603E-02     -0.58317556E-02     -0.13612288E-02      0.42571797E-02     -0.68919281E-02     -0.87576219E-02      0.18925360E-03     -0.25614856E-02      0.37366461E-03     -0.19091698E-02     -0.57889029E-02      0.21016972E-02     -0.43888706E-02     -0.37976804E-02
  2315.00      0.25342071E+00     -0.52340320E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.40324246E+00     -0.10686708E-01      0.00000000E+00      0.00000000E+00     -0.55703300E-02     -0.32475466E+00     -0.71475301E+00      0.53093701E+00      0.60413482E-01     -0.11163163E+00      0.35690297E+00     -0.49433806E+00      0.63981129E-01     -0.65476605E-01      0.84923181E-01      0.73924890E-01      0.53638523E-01     -0.81705113E-01      0.29617746E+00      0.65035089E-02     -0.14066422E-01     -0.21808526E-01      0.10978579E+00     -0.20703246E-01     -0.34306318E-02     -0.11091302E-01      0.18007074E-01     -0.50215238E-01      0.10760173E-01      0.54449297E-01      0.12843010E+00     -0.11429872E+00      0.17288980E-03     -0.55106489E-02      0.10620425E-01     -0.71267076E-02     -0.12321555E-01      0.67129705E-02      0.12685666E-02     -0.15241151E-01      0.27103293E-03     -0.38374582E-02     -0.16372991E-02     -0.58947539E-02     -0.12788030E-02      0.43290463E-02     -0.68430072E-02     -0.88164609E-02      0.19374772E-03     -0.25708540E-02      0.38473372E-03     -0.19336411E-02     -0.58195548E-02      0.20752788E-02     -0.44326690E-02     -0.38359874E-02
  2320.00      0.24329240E+00     -0.51935728E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.40008879E+00     -0.76619361E-02      0.00000000E+00      0.00000000E+00      0.24247343E-02     -0.32105526E+00     -0.72328874E+00      0.53255050E+00      0.60268103E-01     -0.11030858E+00      0.36580424E+00     -0.48731635E+00      0.63475259E-01     -0.65257018E-01      0.80262875E-01      0.73432222E-01      0.53979556E-01     -0.80825714E-01      0.29440636E+00      0.79025383E-02     -0.15484665E-01     -0.20201239E-01      0.10746312E+00     -0.18806017E-01     -0.34497087E-02     -0.11186392E-01      0.17697005E-01     -0.49246409E-01      0.10108721E-01      0.54654736E-01      0.12865888E+00     -0.11130750E+00      0.15877892E-03     -0.55272080E-02      0.10761698E-01     -0.71123648E-02     -0.12477882E-01      0.69492821E-02      0.15025233E-02     -0.15088412E-01      0.26756636E-03     -0.38435079E-02     -0.16405327E-02     -0.59572691E-02     -0.11968140E-02      0.44037496E-02     -0.67907140E-02     -0.88727096E-02      0.19815493E-03     -0.25800116E-02      0.39612748E-03     -0.19581019E-02     -0.58488727E-02      0.20495358E-02     -0.44747908E-02     -0.38745194E-02
  2325.00      0.23340864E+00     -0.51534462E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.39693811E+00     -0.47280812E-02      0.00000000E+00      0.00000000E+00      0.10337569E-01     -0.31723163E+00     -0.73182745E+00      0.53377079E+00      0.60113707E-01     -0.10900045E+00      0.37423927E+00     -0.48024549E+00      0.63017407E-01     -0.65034877E-01      0.75740280E-01      0.72869749E-01      0.54320550E-01     -0.79963703E-01      0.29262568E+00      0.92405408E-02     -0.16866795E-01     -0.18687573E-01      0.10513791E+00     -0.16988198E-01     -0.34666326E-02     -0.11281745E-01      0.17378687E-01     -0.48309580E-01      0.94532772E-02      0.54839774E-01      0.12880986E+00     -0.10836501E+00      0.14410712E-03     -0.55419513E-02      0.10901706E-01     -0.70962629E-02     -0.12641121E-01      0.71861598E-02      0.17333621E-02     -0.14928494E-01      0.26383897E-03     -0.38495342E-02     -0.16434481E-02     -0.60193042E-02     -0.11153490E-02      0.44812511E-02     -0.67357007E-02     -0.89264558E-02      0.20247294E-03     -0.25889615E-02      0.40777174E-03     -0.19824426E-02     -0.58768684E-02      0.20245023E-02     -0.45151261E-02     -0.39133494E-02
  2330.00      0.22376708E+00     -0.51135164E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.39379378E+00     -0.18852506E-02      0.00000000E+00      0.00000000E+00      0.18155303E-01     -0.31327803E+00     -0.74035482E+00      0.53461420E+00      0.59951488E-01     -0.10770689E+00      0.38222275E+00     -0.47315428E+00      0.62607051E-01     -0.64807700E-01      0.71354001E-01      0.72246026E-01      0.54664204E-01     -0.79118125E-01      0.29083803E+00      0.10519650E-01     -0.18205110E-01     -0.17262871E-01      0.10281216E+00     -0.15247358E-01     -0.34813892E-02     -0.11377301E-01      0.17052947E-01     -0.47401359E-01      0.87941761E-02      0.55004637E-01      0.12888778E+00     -0.10547066E+00      0.12997414E-03     -0.55584390E-02      0.11040418E-01     -0.70784525E-02     -0.12810768E-01      0.74213040E-02      0.19607098E-02     -0.14761489E-01      0.25985726E-03     -0.38555531E-02     -0.16460840E-02     -0.60808062E-02     -0.10346499E-02      0.45615728E-02     -0.66781377E-02     -0.89776484E-02      0.20670082E-03     -0.25977116E-02      0.41977752E-03     -0.20067985E-02     -0.59036700E-02      0.20002552E-02     -0.45538540E-02     -0.39522805E-02
  2335.00      0.21425875E+00     -0.50757389E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.39063351E+00      0.87907800E-03      0.00000000E+00      0.00000000E+00      0.25860389E-01     -0.30922067E+00     -0.74885600E+00      0.53509700E+00      0.59762170E-01     -0.10642905E+00      0.38984026E+00     -0.46591034E+00      0.62178575E-01     -0.64576881E-01      0.67090113E-01      0.71542543E-01      0.54969564E-01     -0.78280692E-01      0.28903687E+00      0.11739641E-01     -0.19608695E-01     -0.15913374E-01      0.10049140E+00     -0.13587297E-01     -0.34939805E-02     -0.11472974E-01      0.16717687E-01     -0.46524025E-01      0.81322885E-02      0.55149222E-01      0.12887396E+00     -0.10263741E+00      0.11605470E-03     -0.55755095E-02      0.11177754E-01     -0.70589690E-02     -0.12986981E-01      0.76555345E-02      0.21844761E-02     -0.14587578E-01      0.25509246E-03     -0.38617328E-02     -0.16484352E-02     -0.61417770E-02     -0.95463108E-03      0.46446560E-02     -0.66180258E-02     -0.90262129E-02      0.21083563E-03     -0.26062643E-02      0.43209259E-03     -0.20310900E-02     -0.59292252E-02      0.19768011E-02     -0.45908333E-02     -0.39913609E-02
  2340.00      0.20494514E+00     -0.50388357E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.38747475E+00      0.35598317E-02      0.00000000E+00      0.00000000E+00      0.33444493E-01     -0.30504306E+00     -0.75731909E+00      0.53523376E+00      0.59558391E-01     -0.10516631E+00      0.39705865E+00     -0.45862395E+00      0.61770872E-01     -0.64340031E-01      0.62956098E-01      0.70780127E-01      0.55263157E-01     -0.77456102E-01      0.28722951E+00      0.12903650E-01     -0.21004648E-01     -0.14644699E-01      0.98176615E-01     -0.12002446E-01     -0.35044044E-02     -0.11568692E-01      0.16376304E-01     -0.45673848E-01      0.74682064E-02      0.55273632E-01      0.12878785E+00     -0.99859795E-01      0.10237384E-03     -0.55931606E-02      0.11313666E-01     -0.70378594E-02     -0.13169725E-01      0.78886149E-02      0.24044506E-02     -0.14406915E-01      0.25109698E-03     -0.38676170E-02     -0.16505116E-02     -0.62022046E-02     -0.87505146E-03      0.47305727E-02     -0.65554546E-02     -0.90720849E-02      0.21487481E-03     -0.26146233E-02      0.44472553E-03     -0.20553181E-02     -0.59535718E-02      0.19541803E-02     -0.46260587E-02     -0.40305471E-02
  2345.00      0.19581574E+00     -0.50028957E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.38431813E+00      0.61594733E-02      0.00000000E+00      0.00000000E+00      0.40895013E-01     -0.30074903E+00     -0.76573435E+00      0.53503645E+00      0.59339346E-01     -0.10391879E+00      0.40389585E+00     -0.45130074E+00      0.61377953E-01     -0.64096449E-01      0.58949272E-01      0.69962780E-01      0.55542954E-01     -0.76643509E-01      0.28541728E+00      0.14013390E-01     -0.22397615E-01     -0.13453811E-01      0.95870156E-01     -0.10491002E-01     -0.35126589E-02     -0.11664385E-01      0.16030738E-01     -0.44853094E-01      0.68024195E-02      0.55378050E-01      0.12863117E+00     -0.97135822E-01      0.88958545E-04     -0.56113928E-02      0.11448115E-01     -0.70151735E-02     -0.13359019E-01      0.81203463E-02      0.26203659E-02     -0.14219635E-01      0.24637211E-03     -0.38736720E-02     -0.16523235E-02     -0.62620779E-02     -0.79700433E-03      0.48190235E-02     -0.64905644E-02     -0.91151931E-02      0.21881736E-03     -0.26227947E-02      0.45579387E-03     -0.20813298E-02     -0.59767856E-02      0.19324451E-02     -0.46576709E-02     -0.40679405E-02
  2350.00      0.18686699E+00     -0.49678721E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.38116588E+00      0.86797243E-02      0.00000000E+00      0.00000000E+00      0.48200990E-01     -0.29634170E+00     -0.77409022E+00      0.53452582E+00      0.59105522E-01     -0.10268651E+00      0.41036446E+00     -0.44395556E+00      0.60999111E-01     -0.63845282E-01      0.55068563E-01      0.69095881E-01      0.55809737E-01     -0.75842548E-01      0.28360178E+00      0.15070694E-01     -0.23784075E-01     -0.12338521E-01      0.93574418E-01     -0.90509921E-02     -0.35187507E-02     -0.11759979E-01      0.15681730E-01     -0.44059339E-01      0.61356699E-02      0.55462488E-01      0.12840850E+00     -0.94467017E-01      0.75831625E-04     -0.56302016E-02      0.11581029E-01     -0.69909506E-02     -0.13554695E-01      0.83504310E-02      0.28321006E-02     -0.14025929E-01      0.24141042E-03     -0.38797613E-02     -0.16538835E-02     -0.63213725E-02     -0.72004493E-03      0.49100733E-02     -0.64233811E-02     -0.91554874E-02      0.22266039E-03     -0.26307831E-02      0.47095509E-03     -0.21035531E-02     -0.59988488E-02      0.19116115E-02     -0.46912697E-02     -0.41090704E-02
  2355.00      0.17809562E+00     -0.49337180E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.37802015E+00      0.11122481E-01      0.00000000E+00      0.00000000E+00      0.55351072E-01     -0.29182566E+00     -0.78237957E+00      0.53371180E+00      0.58857476E-01     -0.10146946E+00      0.41647758E+00     -0.43660188E+00      0.60632894E-01     -0.63585860E-01      0.51311620E-01      0.68184562E-01      0.56064279E-01     -0.75052883E-01      0.28178474E+00      0.16077383E-01     -0.25161390E-01     -0.11296451E-01      0.91291174E-01     -0.76801942E-02     -0.35226842E-02     -0.11855402E-01      0.15330372E-01     -0.43291727E-01      0.54683909E-02      0.55527218E-01      0.12812368E+00     -0.91853259E-01      0.63019112E-04     -0.56495819E-02      0.11712388E-01     -0.69652472E-02     -0.13756788E-01      0.85786961E-02      0.30393918E-02     -0.13825937E-01      0.23693493E-03     -0.38856780E-02     -0.16552025E-02     -0.63800869E-02     -0.64446158E-03      0.50036726E-02     -0.63540647E-02     -0.91929026E-02      0.22640336E-03     -0.26385930E-02      0.48455414E-03     -0.21275435E-02     -0.60198530E-02      0.18917321E-02     -0.47212386E-02     -0.41483320E-02
  2360.00      0.16949795E+00     -0.49003900E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.37488291E+00      0.13489591E-01      0.00000000E+00      0.00000000E+00      0.62335588E-01     -0.28720662E+00     -0.79059447E+00      0.53260759E+00      0.58595680E-01     -0.10026767E+00      0.42224770E+00     -0.42925196E+00      0.60278542E-01     -0.63317524E-01      0.47676907E-01      0.67233699E-01      0.56307237E-01     -0.74274129E-01      0.27996750E+00      0.17035237E-01     -0.26526531E-01     -0.10325293E-01      0.89022512E-01     -0.63766448E-02     -0.35244699E-02     -0.11950581E-01      0.14977653E-01     -0.42549321E-01      0.48013094E-02      0.55572295E-01      0.12778043E+00     -0.89294362E-01      0.50545538E-04     -0.56695303E-02      0.11842124E-01     -0.69381044E-02     -0.13965130E-01      0.88048589E-02      0.32421120E-02     -0.13619852E-01      0.23157067E-03     -0.38918471E-02     -0.16562919E-02     -0.64382013E-02     -0.57007569E-03      0.50998091E-02     -0.62826525E-02     -0.92273933E-02      0.23005019E-03     -0.26462379E-02      0.49848135E-03     -0.21514430E-02     -0.60397761E-02      0.18728114E-02     -0.47494125E-02     -0.41875428E-02
  2365.00      0.16107041E+00     -0.48678396E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.37175611E+00      0.15782973E-01      0.00000000E+00      0.00000000E+00      0.69145770E-01     -0.28249172E+00     -0.79872802E+00      0.53122567E+00      0.58320662E-01     -0.99081153E-01      0.42768735E+00     -0.42191686E+00      0.59934875E-01     -0.63039682E-01      0.44161941E-01      0.66248005E-01      0.56539226E-01     -0.73505889E-01      0.27815148E+00      0.17946024E-01     -0.27877076E-01     -0.94226351E-02      0.86770209E-01     -0.51383415E-02     -0.35241537E-02     -0.12045318E-01      0.14624497E-01     -0.41831289E-01      0.41355716E-02      0.55596253E-01      0.12738235E+00     -0.86790042E-01      0.38444812E-04     -0.56900507E-02      0.11970199E-01     -0.69095700E-02     -0.14179694E-01      0.90287196E-02      0.34400152E-02     -0.13407805E-01      0.22521691E-03     -0.38982917E-02     -0.16571572E-02     -0.64957175E-02     -0.49788544E-03      0.51981954E-02     -0.62092329E-02     -0.92589208E-02      0.23359130E-03     -0.26537098E-02      0.51274502E-03     -0.21752550E-02     -0.60586182E-02      0.18548621E-02     -0.47757512E-02     -0.42266816E-02
  2370.00      0.15281082E+00     -0.48360573E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.36864122E+00      0.18004896E-01      0.00000000E+00      0.00000000E+00      0.75769803E-01     -0.27768646E+00     -0.80677630E+00      0.52957790E+00      0.58032742E-01     -0.97909717E-01      0.43280934E+00     -0.41460707E+00      0.59601968E-01     -0.62752403E-01      0.40766224E-01      0.65230907E-01      0.56760966E-01     -0.72747998E-01      0.27633788E+00      0.18811356E-01     -0.29210339E-01     -0.85863593E-02      0.84535448E-01     -0.39627831E-02     -0.35217050E-02     -0.12139765E-01      0.14272306E-01     -0.41138893E-01      0.34701789E-02      0.55602783E-01      0.12693166E+00     -0.84337472E-01      0.26675910E-04     -0.57110525E-02      0.12096595E-01     -0.68797231E-02     -0.14400067E-01      0.92499364E-02      0.36334168E-02     -0.13190281E-01      0.21940904E-03     -0.39046584E-02     -0.16560808E-02     -0.65517751E-02     -0.42635512E-03      0.52990475E-02     -0.61343456E-02     -0.92868543E-02      0.23711313E-03     -0.26611360E-02      0.52729506E-03     -0.21989023E-02     -0.60766198E-02      0.18379704E-02     -0.48004472E-02     -0.42656330E-02
  2375.00      0.14471361E+00     -0.48049710E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.36554043E+00      0.20156894E-01      0.00000000E+00      0.00000000E+00      0.82205096E-01     -0.27280286E+00     -0.81473251E+00      0.52767541E+00      0.57732682E-01     -0.96753696E-01      0.43762533E+00     -0.40733074E+00      0.59276321E-01     -0.62454602E-01      0.37484218E-01      0.64188036E-01      0.56972756E-01     -0.71999813E-01      0.27452789E+00      0.19633062E-01     -0.30525035E-01     -0.78134086E-02      0.82320043E-01     -0.28484643E-02     -0.35171253E-02     -0.12233787E-01      0.13919954E-01     -0.40464703E-01      0.28068503E-02      0.55590141E-01      0.12643327E+00     -0.81940728E-01      0.15361056E-04     -0.57326622E-02      0.12221246E-01     -0.68485720E-02     -0.14626720E-01      0.94685294E-02      0.38213230E-02     -0.12966981E-01      0.21335530E-03     -0.39110571E-02     -0.16568608E-02     -0.66074323E-02     -0.35663351E-03      0.54023701E-02     -0.60569238E-02     -0.93127964E-02      0.24034041E-03     -0.26681492E-02      0.54221131E-03     -0.22224808E-02     -0.60937322E-02      0.18223004E-02     -0.48232698E-02     -0.43044503E-02
  2380.00      0.13677623E+00     -0.47745627E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.36245475E+00      0.22241248E-01      0.00000000E+00      0.00000000E+00      0.88443600E-01     -0.26784805E+00     -0.82259202E+00      0.52552927E+00      0.57420728E-01     -0.95612855E-01      0.44214707E+00     -0.40009659E+00      0.58959191E-01     -0.62146378E-01      0.34315987E-01      0.63122272E-01      0.57175170E-01     -0.71261089E-01      0.27272241E+00      0.20412700E-01     -0.31818303E-01     -0.71019184E-02      0.80125574E-01     -0.17933147E-02     -0.35104698E-02     -0.12327270E-01      0.13570052E-01     -0.39814501E-01      0.21460221E-02      0.55558646E-01      0.12588947E+00     -0.79597164E-01      0.44657164E-05     -0.57547886E-02      0.12344106E-01     -0.68161837E-02     -0.14859059E-01      0.96840571E-02      0.40041851E-02     -0.12738411E-01      0.20710778E-03     -0.39175521E-02     -0.16586048E-02     -0.66644588E-02     -0.28849936E-03      0.55078895E-02     -0.59781117E-02     -0.93351255E-02      0.24355561E-03     -0.26751364E-02      0.55744783E-03     -0.22459253E-02     -0.61098082E-02      0.18075827E-02     -0.48442490E-02     -0.43430642E-02
  2385.00      0.12899562E+00     -0.47447973E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.35938607E+00      0.24260051E-01      0.00000000E+00      0.00000000E+00      0.94479266E-01     -0.26283179E+00     -0.83035249E+00      0.52314963E+00      0.57097458E-01     -0.94487253E-01      0.44638665E+00     -0.39291164E+00      0.58648146E-01     -0.61827553E-01      0.31257582E-01      0.62037496E-01      0.57368671E-01     -0.70531513E-01      0.27092313E+00      0.21150041E-01     -0.33089158E-01     -0.64491507E-02      0.77952673E-01     -0.79506396E-03     -0.35017445E-02     -0.12420173E-01      0.13222575E-01     -0.39185317E-01      0.14878136E-02      0.55508786E-01      0.12530283E+00     -0.77306038E-01     -0.59777871E-05     -0.57774408E-02      0.12465179E-01     -0.67826195E-02     -0.15097252E-01      0.98964756E-02      0.41815980E-02     -0.12504665E-01      0.20067298E-03     -0.39241524E-02     -0.16587311E-02     -0.67194258E-02     -0.22224992E-03      0.56156376E-02     -0.58978060E-02     -0.93542853E-02      0.24666409E-03     -0.26819776E-02      0.57301587E-03     -0.22692387E-02     -0.61251137E-02      0.17940160E-02     -0.48635098E-02     -0.43814091E-02
  2390.00      0.12136759E+00     -0.47156442E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.35633545E+00      0.26215329E-01      0.00000000E+00      0.00000000E+00      0.10030952E+00     -0.25776379E+00     -0.83800879E+00      0.52054655E+00      0.56763189E-01     -0.93376830E-01      0.45035457E+00     -0.38578252E+00      0.58343784E-01     -0.61497921E-01      0.28307994E-01      0.60936923E-01      0.57553570E-01     -0.69810674E-01      0.26912957E+00      0.21850176E-01     -0.34335101E-01     -0.58530432E-02      0.75803294E-01      0.14782016E-03     -0.34909874E-02     -0.12512405E-01      0.12878061E-01     -0.38576285E-01      0.83330111E-03      0.55440486E-01      0.12467635E+00     -0.75066908E-01     -0.15953445E-04     -0.58005968E-02      0.12585376E-01     -0.67476107E-02     -0.15340830E-01      0.10105385E-01      0.43537010E-02     -0.12266044E-01      0.19405178E-03     -0.39308581E-02     -0.16587045E-02     -0.67737229E-02     -0.15773569E-03      0.57254311E-02     -0.58158752E-02     -0.93702947E-02      0.24966070E-03     -0.26886721E-02      0.58890725E-03     -0.22924065E-02     -0.61394956E-02      0.17815495E-02     -0.48808712E-02     -0.44194844E-02
  2395.00      0.11388941E+00     -0.46870751E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.35330393E+00      0.28109051E-01      0.00000000E+00      0.00000000E+00      0.10593002E+00     -0.25265480E+00     -0.84556001E+00      0.51772918E+00      0.56418483E-01     -0.92281625E-01      0.45406255E+00     -0.37871460E+00      0.58043367E-01     -0.61157532E-01      0.25462862E-01      0.59823904E-01      0.57730246E-01     -0.69098312E-01      0.26734330E+00      0.22512898E-01     -0.35555827E-01     -0.53108636E-02      0.73677593E-01      0.10376915E-02     -0.34775944E-02     -0.12605964E-01      0.12537044E-01     -0.37986736E-01      0.18221097E-03      0.55354903E-01      0.12401218E+00     -0.72878901E-01     -0.25433446E-04     -0.58242594E-02      0.12702793E-01     -0.67118095E-02     -0.15590026E-01      0.10310798E-01      0.45200621E-02     -0.12022636E-01      0.18725820E-03     -0.39376863E-02     -0.16585320E-02     -0.68273601E-02     -0.95302827E-04      0.58373151E-02     -0.57326744E-02     -0.93830685E-02      0.25254822E-03     -0.26952308E-02      0.60513133E-03     -0.23154288E-02     -0.61532073E-02      0.17702860E-02     -0.48965337E-02     -0.44572046E-02
