#############################################################################################################
# EtaMAID2016h eta photoproduction solutions | DATABASE: www.data.pwatuzla.com
# Reaction: gama p --> eta p
# Published: Tiator, L., Gorchtein, M., Kashevarov, V.L. et al. Eur. Phys. J. A (2018) 54: 210. 
############################################################################################################# 
   W        ReE0+      ImE0+         ReE0-      ImE0-      ReM0+      ImM0+       ReM0-      ImM0-       ReE1+      ImE1+       ReE1-      ImE1-       ReM1+      ImM1+       ReM1-      ImM1-       ReE2+      ImE2+       ReE2-      ImE2-       ReM2+      ImM2+      ReM2-      ImM2-        ReE3+      ImE3+       ReE3-      ImE3-       ReM3+      ImM3+       ReM3-      ImM3-       ReE4+      ImE4+       ReE4-      ImE4-      ReM4+      ImM4+        ReM4-      ImM4-       ReE5+      ImE5+       ReE5-      ImE5-       ReM5+      ImM5+       ReM5-      ImM5-                                           
 1977.0   -1.136721  -0.467724    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.484172  -0.022212    0.000000   0.000000   -0.722397   0.231085    1.011540  -0.072221    0.022029   0.060343    0.361814  -0.218783   -0.396015   0.284569   -0.000669  -0.291528   -0.075546  -0.026871   -0.227286   0.155526    0.125763   0.067270   -0.181254  -0.220828    0.006897  -0.015382   -0.118439   0.176923    0.045924  -0.068477   -0.032564   0.071524   -0.002416   0.001752   -0.004674   0.005217    0.007288  -0.005663    0.003493   0.010206
 1982.0   -1.126450  -0.456539    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.480137  -0.026276    0.000000   0.000000   -0.710602   0.214792    1.010440  -0.032915    0.020832   0.065898    0.370496  -0.198230   -0.403984   0.259448   -0.001915  -0.286669   -0.076055  -0.027794   -0.232553   0.157802    0.126422   0.070030   -0.172047  -0.221622    0.007371  -0.015370   -0.122334   0.177199    0.047493  -0.068387   -0.034167   0.072377   -0.002448   0.001742   -0.004866   0.005316    0.007390  -0.005719    0.003517   0.010592
 1987.0   -1.115383  -0.446226    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.476013  -0.030232    0.000000   0.000000   -0.698808   0.199271    1.006599   0.006774    0.018949   0.071375    0.379687  -0.176391   -0.408669   0.234306   -0.003088  -0.282258   -0.076548  -0.028766   -0.238300   0.159806    0.127011   0.072874   -0.162843  -0.222113    0.007856  -0.015339   -0.126296   0.177343    0.049082  -0.068236   -0.035813   0.073191   -0.002478   0.001730   -0.005062   0.005412    0.007494  -0.005775    0.003534   0.010989
 1992.0   -1.103668  -0.436616    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.471803  -0.034078    0.000000   0.000000   -0.687039   0.184485    0.999929   0.046417    0.016419   0.076652    0.389280  -0.152895   -0.410250   0.209733   -0.004169  -0.278279   -0.077022  -0.029789   -0.244523   0.161480    0.127525   0.075802   -0.153622  -0.222292    0.008350  -0.015288   -0.130321   0.177347    0.050687  -0.068023   -0.037502   0.073964   -0.002507   0.001717   -0.005262   0.005504    0.007598  -0.005831    0.003543   0.011395
 1997.0   -1.091439  -0.427578    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.467509  -0.037812    0.000000   0.000000   -0.675312   0.170401    0.990426   0.085593    0.013310   0.081624    0.399082  -0.127328   -0.409030   0.186224   -0.005141  -0.274720   -0.077472  -0.030865   -0.251215   0.162763    0.127958   0.078814   -0.144367  -0.222141    0.008852  -0.015215   -0.134405   0.177207    0.052307  -0.067744   -0.039232   0.074693   -0.002535   0.001701   -0.005465   0.005592    0.007703  -0.005886    0.003543   0.011812
 2002.0   -1.078811  -0.419011    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.463134  -0.041432    0.000000   0.000000   -0.663643   0.156987    0.978166   0.123910    0.009704   0.086213    0.408786  -0.099244   -0.405392   0.164160   -0.005982  -0.271572   -0.077894  -0.031995   -0.258360   0.163590    0.128305   0.081910   -0.135067  -0.221636    0.009362  -0.015121   -0.138543   0.176913    0.053937  -0.067398   -0.041002   0.075375   -0.002560   0.001684   -0.005672   0.005677    0.007810  -0.005940    0.003536   0.012239
 2007.0   -1.065889  -0.410836    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.458683  -0.044934    0.000000   0.000000   -0.652044   0.144212    0.963293   0.161011    0.005692   0.090364    0.417931  -0.068178   -0.399759   0.143804   -0.006664  -0.268832   -0.078284  -0.033182   -0.265934   0.163891    0.128558   0.085089   -0.125719  -0.220749    0.009879  -0.015004   -0.142728   0.176460    0.055576  -0.066983   -0.042811   0.076007   -0.002584   0.001664   -0.005882   0.005758    0.007918  -0.005994    0.003519   0.012676
 2012.0   -1.052762  -0.402990    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.454158  -0.048317    0.000000   0.000000   -0.640528   0.132048    0.946003   0.196587    0.001368   0.094045    0.425862  -0.033690   -0.392558   0.125302   -0.007152  -0.266497   -0.078636  -0.034426   -0.273904   0.163598    0.128710   0.088352   -0.116324  -0.219445    0.010401  -0.014864   -0.146955   0.175842    0.057219  -0.066499   -0.044655   0.076587   -0.002606   0.001643   -0.006095   0.005834    0.008028  -0.006047    0.003493   0.013123
 2017.0   -1.039507  -0.395427    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.449563  -0.051579    0.000000   0.000000   -0.629104   0.120468    0.926530   0.230381   -0.003182   0.097246    0.431692   0.004572   -0.384194   0.108705   -0.007398  -0.264559   -0.078945  -0.035729   -0.282224   0.162639    0.128755   0.091696   -0.106896  -0.217687    0.010927  -0.014701   -0.151215   0.175051    0.058863  -0.065943   -0.046534   0.077111   -0.002625   0.001621   -0.006310   0.005905    0.008139  -0.006100    0.003456   0.013580
 2022.0   -1.026193  -0.388112    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.444903  -0.054716    0.000000   0.000000   -0.617780   0.109447    0.905140   0.262192   -0.007878   0.099973    0.434275   0.046775   -0.375032   0.093984   -0.007345  -0.263004   -0.079205  -0.037090   -0.290838   0.160944    0.128685   0.095120   -0.097454  -0.215437    0.011457  -0.014512   -0.155501   0.174081    0.060504  -0.065314   -0.048445   0.077577   -0.002643   0.001596   -0.006528   0.005972    0.008252  -0.006152    0.003410   0.014046
 2027.0   -1.012877  -0.381017    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.440182  -0.057728    0.000000   0.000000   -0.606564   0.098960    0.882108   0.291871   -0.012652   0.102245    0.432222   0.092765   -0.365385   0.081054   -0.006919  -0.261804   -0.079411  -0.038511   -0.299675   0.158447    0.128492   0.098621   -0.088032  -0.212655    0.011989  -0.014299   -0.159804   0.172927    0.062139  -0.064613   -0.050386   0.077982   -0.002658   0.001570   -0.006749   0.006034    0.008367  -0.006204    0.003352   0.014521
 2032.0   -0.999608  -0.374125    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.435404  -0.060612    0.000000   0.000000   -0.595461   0.088985    0.857717   0.319321   -0.017445   0.104087    0.423987   0.141905   -0.355511   0.069789   -0.006043  -0.260904   -0.079554  -0.039990   -0.308653   0.155087    0.128168   0.102196   -0.078672  -0.209305    0.012521  -0.014061   -0.164114   0.171583    0.063763  -0.063837   -0.052354   0.078324   -0.002671   0.001543   -0.006972   0.006091    0.008483  -0.006254    0.003283   0.015005
 2037.0   -0.986430  -0.367419    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.430574  -0.063366    0.000000   0.000000   -0.584476   0.079501    0.832243   0.344494   -0.022212   0.105530    0.408044   0.192934   -0.345618   0.060045   -0.004640  -0.260217   -0.079629  -0.041526   -0.317672   0.150812    0.127704   0.105842   -0.069427  -0.205357    0.013053  -0.013797   -0.168421   0.170046    0.065372  -0.062988   -0.054345   0.078601   -0.002682   0.001514   -0.007196   0.006142    0.008602  -0.006304    0.003202   0.015498
 2042.0   -0.973377  -0.360892    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.425696  -0.065990    0.000000   0.000000   -0.573616   0.070489    0.805949   0.367382   -0.026916   0.106608    0.383181   0.243891   -0.335865   0.051666   -0.002651  -0.259622   -0.079629  -0.043118   -0.326622   0.145583    0.127092   0.109553   -0.060361  -0.200786    0.013582  -0.013508   -0.172713   0.168309    0.066961  -0.062065   -0.056357   0.078810   -0.002689   0.001483   -0.007422   0.006188    0.008722  -0.006353    0.003109   0.015999
 2047.0   -0.960479  -0.354538    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.420776  -0.068481    0.000000   0.000000   -0.562883   0.061930    0.779082   0.388011   -0.031528   0.107353    0.348866   0.292211   -0.326370   0.044496   -0.000054  -0.258965   -0.079545  -0.044763   -0.335380   0.139376    0.126323   0.113325   -0.051547  -0.195578    0.014108  -0.013192   -0.176980   0.166371    0.068528  -0.061070   -0.058387   0.078949   -0.002694   0.001451   -0.007649   0.006227    0.008845  -0.006401    0.003003   0.016508
 2052.0   -0.947760  -0.348353    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.415819  -0.070840    0.000000   0.000000   -0.552282   0.053805    0.751866   0.406439   -0.036028   0.107798    0.305564   0.335034   -0.317219   0.038386    0.003120  -0.258079   -0.079370  -0.046458   -0.343815   0.132186    0.125388   0.117150   -0.043066  -0.189730    0.014629  -0.012851   -0.181208   0.164228    0.070067  -0.060001   -0.060431   0.079017   -0.002697   0.001418   -0.007877   0.006262    0.008971  -0.006448    0.002884   0.017025
 2057.0   -0.935239  -0.342335    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.410830  -0.073064    0.000000   0.000000   -0.541815   0.046099    0.724502   0.422743   -0.040400   0.107975    0.254881   0.369707   -0.308465   0.033195    0.006774  -0.256807   -0.079096  -0.048198   -0.351788   0.124030    0.124279   0.121021   -0.035001  -0.183256    0.015144  -0.012484   -0.185385   0.161879    0.071574  -0.058862   -0.062485   0.079012   -0.002696   0.001384   -0.008106   0.006290    0.009098  -0.006494    0.002750   0.017550
 2062.0   -0.922932  -0.336486    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.405815  -0.075154    0.000000   0.000000   -0.531486   0.038796    0.697167   0.437020   -0.044635   0.107909    0.199388   0.394327   -0.300143   0.028795    0.010762  -0.255037   -0.078716  -0.049978   -0.359161   0.114949    0.122987   0.124930   -0.027441  -0.176185    0.015651  -0.012091   -0.189496   0.159324    0.073045  -0.057652   -0.064545   0.078932   -0.002692   0.001348   -0.008335   0.006312    0.009228  -0.006539    0.002603   0.018081
 2067.0   -0.910851  -0.330807    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.400778  -0.077109    0.000000   0.000000   -0.521297   0.031880    0.670014   0.449378   -0.048724   0.107628    0.142172   0.408121   -0.292268   0.025072    0.014909  -0.252717   -0.078223  -0.051792   -0.365799   0.105009    0.121504   0.128866   -0.020470  -0.168561    0.016149  -0.011673   -0.193529   0.156563    0.074477  -0.056375   -0.066607   0.078776   -0.002685   0.001312   -0.008564   0.006327    0.009361  -0.006582    0.002441   0.018619
 2072.0   -0.899003  -0.325300    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.395726  -0.078929    0.000000   0.000000   -0.511252   0.025337    0.643174   0.459930   -0.052666   0.107155    0.086247   0.411520   -0.284844   0.021923    0.019044  -0.249862   -0.077608  -0.053632   -0.371576   0.094300    0.119821   0.132820   -0.014169  -0.160449    0.016637  -0.011230   -0.197470   0.153598    0.075864  -0.055032   -0.068668   0.078544   -0.002675   0.001275   -0.008793   0.006337    0.009496  -0.006624    0.002265   0.019162
 2077.0   -0.887396  -0.319968    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.390664  -0.080614    0.000000   0.000000   -0.501352   0.019153    0.616753   0.468797   -0.056457   0.106510    0.034060   0.405910   -0.277863   0.019260    0.023025  -0.246541   -0.076864  -0.055490   -0.376381   0.082938    0.117932   0.136778   -0.008606  -0.151926    0.017112  -0.010763   -0.201303   0.150431    0.077204  -0.053626   -0.070723   0.078236   -0.002661   0.001237   -0.009020   0.006340    0.009634  -0.006665    0.002073   0.019711
 2082.0   -0.876031  -0.314812    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.385597  -0.082165    0.000000   0.000000   -0.491600   0.013316    0.590842   0.476097   -0.060098   0.105712   -0.012768   0.393222   -0.271313   0.017004    0.026759  -0.242850   -0.075987  -0.057357   -0.380125   0.071055    0.115830   0.140727   -0.003837  -0.143084    0.017575  -0.010272   -0.205015   0.147068    0.078492  -0.052159   -0.072767   0.077850   -0.002644   0.001198   -0.009247   0.006336    0.009775  -0.006703    0.001865   0.020265
 2087.0   -0.864910  -0.309838    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.380532  -0.083583    0.000000   0.000000   -0.481999   0.007813    0.565512   0.481950   -0.063590   0.104777   -0.053456   0.375512   -0.265173   0.015088    0.030193  -0.238898   -0.074969  -0.059221   -0.382740   0.058801    0.113509   0.144652    0.000097  -0.134027    0.018023  -0.009758   -0.208591   0.143513    0.079726  -0.050635   -0.074797   0.077387   -0.002624   0.001160   -0.009472   0.006326    0.009919  -0.006740    0.001641   0.020824
 2092.0   -0.854032  -0.305046    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.375473  -0.084869    0.000000   0.000000   -0.472549   0.002632    0.540819   0.486468   -0.066934   0.103720   -0.087906   0.354653   -0.259424   0.013453    0.033316  -0.234779   -0.073807  -0.061071   -0.384188   0.046335    0.110966   0.148539    0.003175  -0.124863    0.018456  -0.009221   -0.212018   0.139774    0.080902  -0.049056   -0.076808   0.076847   -0.002600   0.001120   -0.009696   0.006309    0.010066  -0.006775    0.001400   0.021386
 2097.0   -0.843395  -0.300440    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.370426  -0.086024    0.000000   0.000000   -0.463253  -0.002240    0.516804   0.489762   -0.070133   0.102554   -0.116485   0.332181   -0.254042   0.012050    0.036140  -0.230575   -0.072496  -0.062894   -0.384460   0.033819    0.108196   0.152369    0.005396  -0.115703    0.018871  -0.008664   -0.215281   0.135859    0.082017  -0.047427   -0.078796   0.076232   -0.002572   0.001081   -0.009917   0.006286    0.010216  -0.006808    0.001143   0.021952
 2102.0   -0.832993  -0.296021    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.365398  -0.087050    0.000000   0.000000   -0.454114  -0.006812    0.493499   0.491937   -0.073188   0.101291   -0.139817   0.309247   -0.249002   0.010837    0.038690  -0.226344   -0.071035  -0.064677   -0.383573   0.021413    0.105199   0.156126    0.006779  -0.106658    0.019269  -0.008085   -0.218369   0.131777    0.083069  -0.045751   -0.080756   0.075542   -0.002540   0.001042   -0.010135   0.006257    0.010370  -0.006839    0.000868   0.022520
 2107.0   -0.822823  -0.291792    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.360392  -0.087948    0.000000   0.000000   -0.445132  -0.011097    0.470925   0.493091   -0.076104   0.099941   -0.158623   0.286656   -0.244281   0.009778    0.040999  -0.222128   -0.069422  -0.066405   -0.381575   0.009267    0.101974   0.159791    0.007358  -0.097831    0.019649  -0.007487   -0.221268   0.127540    0.084057  -0.044031   -0.082684   0.074778   -0.002505   0.001003   -0.010351   0.006220    0.010526  -0.006867    0.000576   0.023090
 2112.0   -0.812877  -0.287754    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.355415  -0.088721    0.000000   0.000000   -0.436310  -0.015104    0.449093   0.493315   -0.078883   0.098514   -0.173627   0.264923   -0.239854   0.008843    0.043099  -0.217953   -0.067659  -0.068062   -0.378533  -0.002483    0.098525   0.163344    0.007187  -0.089313    0.020008  -0.006871   -0.223968   0.123160    0.084977  -0.042273   -0.084577   0.073944   -0.002466   0.000964   -0.010563   0.006178    0.010686  -0.006893    0.000267   0.023661
 2117.0   -0.803148  -0.283908    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.350471  -0.089371    0.000000   0.000000   -0.427649  -0.018845    0.428011   0.492696   -0.081528   0.097018   -0.185488   0.244352   -0.235698   0.008006    0.045019  -0.213834   -0.065748  -0.069635   -0.374536  -0.013717    0.094854   0.166766    0.006331  -0.081186    0.020347  -0.006237   -0.226458   0.118649    0.085828  -0.040479   -0.086431   0.073039   -0.002423   0.000926   -0.010771   0.006129    0.010849  -0.006916   -0.000060   0.024233
 2122.0   -0.793629  -0.280253    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.345566  -0.089902    0.000000   0.000000   -0.419151  -0.022329    0.407678   0.491313   -0.084042   0.095461   -0.194785   0.225090   -0.231791   0.007245    0.046785  -0.209780   -0.063694  -0.071107   -0.369688  -0.024338    0.090970   0.170038    0.004864  -0.073516    0.020665  -0.005587   -0.228730   0.114022    0.086609  -0.038655   -0.088242   0.072068   -0.002375   0.000889   -0.010975   0.006074    0.011015  -0.006936   -0.000406   0.024805
 2127.0   -0.784310  -0.276790    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.340704  -0.090315    0.000000   0.000000   -0.410817  -0.025567    0.388090   0.489238   -0.086427   0.093851   -0.202007   0.207182   -0.228111   0.006544    0.048417  -0.205792   -0.061502  -0.072463   -0.364100  -0.034269    0.086879   0.173141    0.002869  -0.066354    0.020961  -0.004922   -0.230774   0.109294    0.087320  -0.036803   -0.090006   0.071031   -0.002324   0.000852   -0.011175   0.006013    0.011185  -0.006953   -0.000770   0.025375
 2132.0   -0.775183  -0.273517    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.335890  -0.090615    0.000000   0.000000   -0.402649  -0.028567    0.369239   0.486541   -0.088687   0.092193   -0.207555   0.190609   -0.224639   0.005887    0.049931  -0.201871   -0.059183  -0.073688   -0.357888  -0.043458    0.082594   0.176055    0.000429  -0.059734    0.021235  -0.004243   -0.232585   0.104481    0.087959  -0.034929   -0.091721   0.069933   -0.002269   0.000817   -0.011370   0.005946    0.011358  -0.006966   -0.001152   0.025945
 2137.0   -0.766237  -0.270433    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.331130  -0.090804    0.000000   0.000000   -0.394647  -0.031341    0.351114   0.483282   -0.090824   0.090494   -0.211758   0.175308   -0.221355   0.005263    0.051339  -0.198014   -0.056746  -0.074769   -0.351170  -0.051870    0.078127   0.178764   -0.002373  -0.053678    0.021486  -0.003551   -0.234158   0.099599    0.088527  -0.033037   -0.093383   0.068776   -0.002210   0.000783   -0.011559   0.005873    0.011535  -0.006976   -0.001552   0.026511
 2142.0   -0.757464  -0.267535    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.326426  -0.090886    0.000000   0.000000   -0.386814  -0.033896    0.333704   0.479519   -0.092841   0.088759   -0.214880   0.161198   -0.218242   0.004661    0.052652  -0.194218   -0.054202  -0.075692   -0.344058  -0.059491    0.073494   0.181250   -0.005455  -0.048193    0.021714  -0.002847   -0.235489   0.094664    0.089023  -0.031130   -0.094989   0.067563   -0.002146   0.000751   -0.011743   0.005794    0.011715  -0.006983   -0.001971   0.027075
 2147.0   -0.748853  -0.264821    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.321783  -0.090865    0.000000   0.000000   -0.379149  -0.036244    0.316993   0.475304   -0.094741   0.086994   -0.217132   0.148187   -0.215283   0.004073    0.053876  -0.190479   -0.051568  -0.076445   -0.336659  -0.066324    0.068713   0.183498   -0.008741  -0.043275    0.021918  -0.002133   -0.236576   0.089694    0.089448  -0.029212   -0.096539   0.066298   -0.002079   0.000720   -0.011921   0.005710    0.011898  -0.006985   -0.002409   0.027635
 2152.0   -0.740395  -0.262288    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.317206  -0.090745    0.000000   0.000000   -0.371654  -0.038391    0.300966   0.470686   -0.096526   0.085203   -0.218684   0.136182   -0.212464   0.003495    0.055015  -0.186795   -0.048857  -0.077020   -0.329070  -0.072386    0.063802   0.185496   -0.012161  -0.038911    0.022098  -0.001410   -0.237418   0.084705    0.089802  -0.027288   -0.098028   0.064984   -0.002008   0.000691   -0.012093   0.005621    0.012085  -0.006983   -0.002865   0.028189
 2157.0   -0.732079  -0.259930    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.312697  -0.090530    0.000000   0.000000   -0.364330  -0.040349    0.285607   0.465709   -0.098199   0.083392   -0.219668   0.125091   -0.209771   0.002920    0.056075  -0.183163   -0.046088  -0.077407   -0.321381  -0.077704    0.058782   0.187233   -0.015654  -0.035078    0.022255  -0.000678   -0.238017   0.079714    0.090086  -0.025360   -0.099456   0.063624   -0.001932   0.000665   -0.012257   0.005527    0.012275  -0.006977   -0.003340   0.028739
 2162.0   -0.723896  -0.257745    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.308260  -0.090225    0.000000   0.000000   -0.357177  -0.042125    0.270899   0.460413   -0.099763   0.081565   -0.220191   0.114828   -0.207190   0.002345    0.057056  -0.179581   -0.043277  -0.077600   -0.313668  -0.082314    0.053676   0.188699   -0.019163  -0.031749    0.022388   0.000060   -0.238375   0.074738    0.090302  -0.023432   -0.100821   0.062222   -0.001853   0.000641   -0.012415   0.005428    0.012469  -0.006967   -0.003833   0.029281
 2167.0   -0.715836  -0.255726    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.303898  -0.089833    0.000000   0.000000   -0.350195  -0.043729    0.256824   0.454836   -0.101219   0.079725   -0.220337   0.105316   -0.204709   0.001768    0.057961  -0.176047   -0.040444  -0.077597   -0.305998  -0.086259    0.048506   0.189890   -0.022642  -0.028892    0.022496   0.000805   -0.238495   0.069793    0.090451  -0.021509   -0.102123   0.060781   -0.001770   0.000619   -0.012566   0.005325    0.012666  -0.006952   -0.004345   0.029817
 2172.0   -0.707889  -0.253869    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.299615  -0.089360    0.000000   0.000000   -0.343384  -0.045169    0.243367   0.449012   -0.102571   0.077877   -0.220173   0.096480   -0.202318   0.001187    0.058790  -0.172560   -0.037607  -0.077395   -0.298428  -0.089585    0.043296   0.190802   -0.026051  -0.026474    0.022581   0.001554   -0.238384   0.064894    0.090533  -0.019592   -0.103359   0.059305   -0.001682   0.000601   -0.012708   0.005219    0.012866  -0.006931   -0.004875   0.030344
 2177.0   -0.700047  -0.252166    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.295412  -0.088809    0.000000   0.000000   -0.336745  -0.046453    0.230508   0.442974   -0.103820   0.076025   -0.219752   0.088258   -0.200007   0.000601    0.059545  -0.169121   -0.034786  -0.076996   -0.291003  -0.092340    0.038069   0.191433   -0.029356  -0.024458    0.022641   0.002308   -0.238048   0.060056    0.090551  -0.017684   -0.104529   0.057798   -0.001591   0.000585   -0.012843   0.005108    0.013069  -0.006906   -0.005423   0.030862
 2182.0   -0.692300  -0.250613    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.291293  -0.088187    0.000000   0.000000   -0.330277  -0.047591    0.218233   0.436751   -0.104970   0.074172   -0.219116   0.080590   -0.197766   0.000009    0.060225  -0.165728   -0.032000  -0.076402   -0.283762  -0.094574    0.032848   0.191787   -0.032533  -0.022808    0.022678   0.003064   -0.237494   0.055292    0.090507  -0.015790   -0.105633   0.056263   -0.001497   0.000573   -0.012970   0.004994    0.013275  -0.006875   -0.005988   0.031371
 2187.0   -0.684640  -0.249201    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.287259  -0.087497    0.000000   0.000000   -0.323980  -0.048591    0.206522   0.430370   -0.106023   0.072321   -0.218300   0.073426   -0.195588  -0.000588    0.060831  -0.162383   -0.029265  -0.075620   -0.276733  -0.096336    0.027656   0.191867   -0.035559  -0.021487    0.022691   0.003822   -0.236731   0.050616    0.090402  -0.013910   -0.106671   0.054702   -0.001398   0.000564   -0.013088   0.004877    0.013484  -0.006838   -0.006572   0.031869
 2192.0   -0.677059  -0.247924    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.283312  -0.086745    0.000000   0.000000   -0.317854  -0.049460    0.195360   0.423857   -0.106981   0.070477   -0.217328   0.066720   -0.193465  -0.001189    0.061363  -0.159085   -0.026601  -0.074656   -0.269938  -0.097674    0.022514   0.191680   -0.038421  -0.020463    0.022681   0.004581   -0.235768   0.046040    0.090238  -0.012047   -0.107643   0.053120   -0.001296   0.000559   -0.013198   0.004758    0.013696  -0.006796   -0.007173   0.032356
 2197.0   -0.669550  -0.246775    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.279453  -0.085935    0.000000   0.000000   -0.311896  -0.050207    0.184730   0.417235   -0.107847   0.068642   -0.216224   0.060430   -0.191390  -0.001795    0.061822  -0.155837   -0.024021  -0.073521   -0.263394  -0.098631    0.017443   0.191237   -0.041107  -0.019701    0.022648   0.005340   -0.234616   0.041574    0.090017  -0.010204   -0.108549   0.051519   -0.001191   0.000557   -0.013299   0.004636    0.013910  -0.006747   -0.007790   0.032830
 2202.0   -0.662104  -0.245745    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.275684  -0.085072    0.000000   0.000000   -0.306107  -0.050841    0.174616   0.410527   -0.108624   0.066819   -0.215004   0.054523   -0.189358  -0.002402    0.062209  -0.152640   -0.021541  -0.072224   -0.257110  -0.099252    0.012461   0.190547   -0.043610  -0.019169    0.022591   0.006099   -0.233287   0.037229    0.089741  -0.008382   -0.109389   0.049903   -0.001082   0.000560   -0.013390   0.004513    0.014127  -0.006692   -0.008424   0.033291
 2207.0   -0.654716  -0.244826    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.272006  -0.084161    0.000000   0.000000   -0.300486  -0.051368    0.165002   0.403752   -0.109314   0.065011   -0.213683   0.048966   -0.187363  -0.003011    0.062522  -0.149495   -0.019172  -0.070779   -0.251093  -0.099577    0.007584   0.189623   -0.045928  -0.018839    0.022512   0.006855   -0.231790   0.033012    0.089413  -0.006583   -0.110164   0.048274   -0.000971   0.000567   -0.013473   0.004389    0.014347  -0.006631   -0.009075   0.033738
 2212.0   -0.647378  -0.244011    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.268419  -0.083208    0.000000   0.000000   -0.295029  -0.051796    0.155872   0.396930   -0.109920   0.063221   -0.212271   0.043731   -0.185400  -0.003620    0.062765  -0.146404   -0.016927  -0.069199   -0.245345  -0.099642    0.002829   0.188479   -0.048058  -0.018684    0.022411   0.007610   -0.230138   0.028931    0.089034  -0.004809   -0.110874   0.046634   -0.000856   0.000579   -0.013546   0.004263    0.014569  -0.006563   -0.009741   0.034170
 2217.0   -0.640087  -0.243291    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.264925  -0.082216    0.000000   0.000000   -0.289737  -0.052134    0.147210   0.390079   -0.110444   0.061451   -0.210779   0.038795   -0.183465  -0.004226    0.062937  -0.143370   -0.014814  -0.067498   -0.239864  -0.099482   -0.001792   0.187131   -0.050003  -0.018678    0.022288   0.008361   -0.228343   0.024993    0.088606  -0.003061   -0.111521   0.044988   -0.000738   0.000596   -0.013609   0.004138    0.014792  -0.006487   -0.010422   0.034587
 2222.0   -0.632835  -0.242658    0.000000   0.000000    0.000000   0.000000    0.000000   0.000000   -0.261522  -0.081192    0.000000   0.000000   -0.284607  -0.052387    0.139002   0.383216   -0.110890   0.059704   -0.209214   0.034137   -0.181554  -0.004828    0.063040  -0.140393   -0.012839  -0.065691   -0.234647  -0.099129   -0.006268   0.185593   -0.051765  -0.018798    0.022143   0.009108   -0.226418   0.021202    0.088132  -0.001341   -0.112106   0.043336   -0.000618   0.000617   -0.013663   0.004012    0.015018  -0.006405   -0.011118   0.034988
